Player,College,DraftYear,DraftRound,DraftPick,SeasonNum,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
Doron Lamb,Kentucky,2012,2,42,2,21,SG,100,0,1272,6.15,0.488,0.39499999999999996,0.217,1.4,7.050000000000001,4.2,8.75,1.0,0.05,13.0,14.5,-0.3,0.4,0.09999999999999998,0.0019999999999999983,-4.3,-1.6,-5.949999999999999,-1.3,
Doug McDermott,Creighton,2014,1,11,3,23,SF,183,9,3690,9.233333333333333,0.5316666666666667,0.4013333333333333,0.14633333333333334,1.8666666666666665,10.833333333333334,6.3999999999999995,4.633333333333334,0.4666666666666666,0.2333333333333333,8.933333333333334,17.333333333333332,3.4000000000000004,1.9,5.4,0.050333333333333334,-2.0,-1.7333333333333332,-3.733333333333333,-0.8,
Drake Powell,UNC,2025,1,22,1,20,SG,3,0,39,4.7,0.556,0.333,0.0,5.3,12.7,8.7,11.4,1.2,0.0,30.8,13.9,-0.1,0.0,-0.1,-0.08,-7.1,-2.0,-9.2,-0.1,
Draymond Green,Michigan State,2012,2,35,3,22,SF,240,92,5348,12.066666666666665,0.48066666666666674,0.35000000000000003,0.24766666666666667,5.533333333333334,20.666666666666668,13.299999999999999,11.666666666666666,2.4,2.5666666666666664,14.666666666666666,15.333333333333334,3.0999999999999996,10.6,13.6,0.10333333333333333,-2.0,2.6,0.6,4.9,"DPOY-2,DEF1"
Dwayne Bacon,Florida State,2017,2,40,3,22,SG,135,30,2159,7.866666666666667,0.47333333333333333,0.2793333333333334,0.17533333333333334,1.3333333333333333,14.733333333333334,7.866666666666667,9.466666666666667,1.2,0.36666666666666664,9.5,16.666666666666668,-0.9999999999999999,1.3,0.2999999999999998,0.0043333333333333305,-4.266666666666667,-0.7999999999999999,-5.066666666666666,-1.6,
Dwight Powell,Stanford,2014,2,45,3,23,PF,175,5,2561,16.066666666666666,0.5656666666666667,0.138,0.449,8.433333333333334,18.433333333333334,13.333333333333334,6.266666666666667,2.033333333333333,2.2333333333333334,9.700000000000001,17.53333333333333,4.800000000000001,3.5,8.3,0.146,-0.7999999999999999,0.8333333333333334,0.033333333333333326,1.6,
Dylan Harper,Rutgers University,2025,1,2,1,19,SG,6,0,140,17.1,0.584,0.219,0.281,4.4,15.3,10.1,25.6,1.4,0.0,13.3,25.2,0.3,0.2,0.4,0.145,-0.5,0.0,-0.4,0.1,
Dylan Windler,Belmont,2019,1,26,3,24,SF,84,0,982,12.866666666666667,0.6396666666666667,0.6576666666666666,0.13066666666666668,3.1666666666666665,11.833333333333334,7.466666666666666,11.533333333333333,2.766666666666667,0.9,18.833333333333332,14.833333333333334,0.2,1.1,1.3,0.09266666666666667,-0.6,1.6666666666666667,1.1,0.0,
E'Twaun Moore,Purdue,2011,2,55,3,22,PG,192,24,3519,10.200000000000001,0.486,0.36000000000000004,0.10333333333333333,2.3000000000000003,8.666666666666666,5.533333333333334,15.966666666666669,1.8,0.8333333333333334,13.299999999999999,18.666666666666668,-0.10000000000000009,2.3,2.1,0.030666666666666665,-2.2666666666666666,0.16666666666666666,-2.1,0.1,
E.J. Liddell,Ohio State,2022,2,41,3,23,PF,23,0,90,10.4,0.49666666666666665,0.6903333333333332,0.20299999999999999,4.466666666666667,26.566666666666666,15.066666666666668,4.266666666666667,1.7333333333333334,3.4,11.233333333333334,17.666666666666668,0.0,0.1,0.1,0.03133333333333333,-3.7999999999999994,-0.49999999999999983,-4.3,0.0,
Ed Davis,UNC,2010,1,13,3,21,PF,212,54,4767,15.933333333333332,0.5626666666666668,0.001,0.33499999999999996,11.133333333333333,22.7,16.833333333333332,5.666666666666667,1.3,3.6,11.733333333333334,14.9,7.4,5.8,13.3,0.133,-0.5333333333333333,0.13333333333333333,-0.3333333333333333,2.0,
Edmond Sumner,Xavier,2017,2,52,3,22,PG,55,5,659,19.166666666666668,0.6446666666666666,0.26499999999999996,0.19299999999999998,2.5333333333333337,24.133333333333336,13.366666666666667,7.666666666666667,1.4666666666666668,1.3,8.066666666666668,19.066666666666666,-0.30000000000000004,0.8,0.5,0.164,-3.766666666666667,3.3333333333333335,-0.4333333333333331,-0.30000000000000004,
Egor Demin,BYU,2025,1,8,1,19,PG,8,1,155,9.0,0.492,0.818,0.091,2.7,15.9,8.7,22.8,2.5,1.2,20.8,15.5,-0.1,0.0,-0.1,-0.017,-2.9,-0.3,-3.3,0.0,
Ekpe Udoh,Baylor,2010,1,6,3,23,C,195,38,3632,11.4,0.48933333333333334,0.0036666666666666666,0.37200000000000005,8.700000000000001,12.200000000000001,10.433333333333334,5.5,1.4000000000000001,5.7,13.733333333333334,12.966666666666667,2.0,3.4,5.5,0.069,-3.3666666666666667,1.0,-2.3333333333333335,-0.19999999999999998,
Elfrid Payton,Louisiana,2014,1,10,3,20,PG,237,190,7046,14.966666666666667,0.48466666666666663,0.11499999999999999,0.26433333333333336,4.2,11.566666666666668,7.766666666666667,33.699999999999996,2.2666666666666666,0.9333333333333332,17.7,20.099999999999998,2.9,6.0,8.9,0.06066666666666667,-0.4666666666666666,-0.09999999999999999,-0.5333333333333333,2.6,ROY-4
Elijah Hughes,Syracuse,2020,2,39,2,22,SF,54,4,498,6.9,0.45699999999999996,0.7135,0.098,1.6,13.05,7.4,10.3,1.2000000000000002,1.55,13.100000000000001,20.95,-0.7,0.4,-0.4,-0.027999999999999997,-3.3,-1.5,-4.85,-0.5,
Elliot Williams,Memphis,2010,1,22,3,22,SG,104,2,1425,12.066666666666668,0.511,0.4073333333333333,0.23466666666666666,2.7000000000000006,9.0,5.766666666666667,10.966666666666667,1.8,0.6,10.033333333333333,19.933333333333334,0.2,0.5,0.7,0.05266666666666667,-1.9666666666666668,-0.9,-2.8333333333333335,-1.0,
Emoni Bates,Eastern Michigan,2023,2,49,2,20,SF,25,0,208,6.2,0.4455,0.7310000000000001,0.041,0.45,10.350000000000001,5.5,12.1,0.5,1.2999999999999998,9.3,21.05,-0.4,0.2,-0.19999999999999998,-0.027,-3.35,-2.0,-5.35,-0.2,
Enrique Freeman,University of Akron,2024,2,50,1,24,PF,22,1,181,7.4,0.507,0.27,0.514,6.8,11.6,9.2,6.1,0.8,1.5,11.7,12.3,0.0,0.1,0.2,0.046,-4.9,-1.4,-6.3,-0.2,
Eric Bledsoe,Kentucky,2010,1,18,3,21,PG,197,38,3858,13.166666666666666,0.48866666666666664,0.20466666666666666,0.28633333333333333,5.366666666666667,10.666666666666666,8.0,23.099999999999998,3.3000000000000003,2.1999999999999997,22.866666666666664,19.833333333333332,-0.6000000000000001,4.800000000000001,4.2,0.04833333333333334,-1.5,1.4000000000000001,-0.10000000000000009,2.1,
Eric Paschall,Villanova,2019,2,41,3,23,PF,158,31,3085,13.933333333333332,0.5813333333333334,0.28099999999999997,0.3373333333333333,4.7,13.033333333333333,8.9,10.4,0.7666666666666666,0.7333333333333334,10.533333333333333,20.866666666666664,3.2,1.7,5.0,0.084,-0.6666666666666666,-1.3,-1.9666666666666668,-0.09999999999999998,ROY-6
Erick Green,Virginia Tech,2013,2,46,2,23,PG,52,1,452,10.65,0.452,0.3375,0.11399999999999999,5.1000000000000005,7.3999999999999995,6.2,13.05,1.4,0.0,3.85,17.15,0.0,0.1,0.1,0.0605,-2.3,-0.8500000000000001,-3.0999999999999996,-0.2,
Erik Murphy,Florida,2013,2,49,1,23,C,24,0,62,0.2,0.231,0.231,0.0,3.7,10.8,7.3,4.9,0.0,5.0,13.3,11.2,-0.2,0.1,-0.1,-0.055,-9.0,0.3,-8.6,-0.1,
Evan Mobley,USC,2021,1,3,3,20,PF,198,198,6578,18.033333333333335,0.5886666666666667,0.10866666666666668,0.3116666666666667,7.733333333333333,22.8,15.366666666666667,13.299999999999999,1.2666666666666666,4.2,12.266666666666666,20.400000000000002,8.0,11.2,19.2,0.144,0.0,1.7,1.7333333333333334,5.9,ROY-2
Evan Turner,Ohio State,2010,1,2,3,22,SG,225,116,6402,11.833333333333334,0.48,0.10566666666666667,0.20566666666666666,2.1666666666666665,19.400000000000002,10.700000000000001,16.666666666666668,1.3,0.6666666666666666,13.366666666666667,19.5,-1.2999999999999998,8.1,6.8,0.05433333333333334,-2.3333333333333335,0.39999999999999997,-1.9333333333333333,-0.1,
Fab Melo,Syracuse,2012,1,22,1,22,C,6,0,36,4.9,0.451,0.0,0.667,0.0,9.6,4.9,0.0,2.9,4.4,11.4,11.5,0.0,0.1,0.0,0.021,-8.3,0.7,-7.6,-0.1,
Festus Ezeli,Vanderbilt,2012,1,30,3,23,C,170,61,2394,14.4,0.5353333333333333,0.0,0.5396666666666666,13.700000000000001,19.333333333333332,16.666666666666668,3.6666666666666665,0.9333333333333332,5.3999999999999995,16.933333333333334,15.533333333333331,2.2,3.7,5.9,0.132,-2.2666666666666666,0.4666666666666666,-1.7666666666666666,0.0,
Filip Petrušev,Gonzaga,2021,2,50,1,23,C,3,0,10,5.1,0.521,0.0,1.0,0.0,11.2,5.5,0.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.029,-4.7,-3.3,-8.0,0.0,
Frank Jackson,Duke,2017,2,31,3,20,PG,160,24,2704,10.566666666666666,0.5416666666666666,0.44166666666666665,0.21533333333333335,2.4333333333333336,9.466666666666667,5.966666666666666,8.9,1.0,0.19999999999999998,10.133333333333333,20.333333333333332,0.6,1.1,1.8,0.034666666666666665,-2.1,-1.8333333333333333,-3.933333333333333,-1.4,
Frank Kaminsky,Wisconsin,2015,1,9,3,22,C,235,23,5497,13.299999999999999,0.52,0.403,0.24933333333333332,3.4333333333333336,15.833333333333334,9.566666666666666,11.166666666666666,1.0999999999999999,1.4666666666666668,8.166666666666666,19.8,3.9,5.3,9.2,0.081,-0.3,-0.39999999999999997,-0.7333333333333334,1.7000000000000002,
Frank Mason III,Kansas,2017,2,34,3,23,PG,99,2,1537,14.1,0.504,0.33899999999999997,0.32433333333333336,3.0666666666666664,10.733333333333334,6.866666666666667,28.0,1.7666666666666666,0.8333333333333334,14.833333333333334,22.900000000000002,0.1,1.1,1.2,0.06766666666666667,-1.2666666666666666,-0.5666666666666668,-1.8,-0.1,
Franz Wagner,Michigan,2021,1,8,3,20,SF,231,231,7375,16.066666666666666,0.5743333333333333,0.3016666666666667,0.26799999999999996,3.4,12.933333333333332,8.133333333333333,17.233333333333334,1.4666666666666668,1.0,10.566666666666666,23.46666666666667,8.3,7.4,15.8,0.103,0.3,-0.16666666666666666,0.13333333333333333,4.0,ROY-5
GG Jackson II,South Carolina,2023,2,45,3,19,PF,81,21,1712,8.633333333333333,0.43933333333333335,0.49499999999999994,0.24100000000000002,5.366666666666667,11.166666666666666,8.233333333333333,5.3999999999999995,2.3333333333333335,0.9333333333333332,7.266666666666667,21.433333333333334,-0.30000000000000004,1.5,1.3,-0.015666666666666666,-4.1000000000000005,-1.8666666666666665,-5.966666666666666,-0.4,
Gani Lawal,Georgia Tech,2010,2,46,1,22,PF,1,0,2,-9.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.009,-16.9,1.9,-15.0,0.0,
Gary Harris,Michigan State,2014,1,19,3,20,SG,188,138,4940,11.366666666666667,0.524,0.421,0.20033333333333334,2.8000000000000003,7.466666666666666,5.1000000000000005,9.666666666666666,2.1999999999999997,0.5666666666666667,11.4,17.166666666666668,5.5,2.4,7.8999999999999995,0.052333333333333336,-1.5666666666666664,-0.26666666666666666,-1.8333333333333333,1.2999999999999998,
Gary Trent Jr.,Duke,2018,2,37,3,20,SG,134,47,3245,9.533333333333333,0.49933333333333335,0.5246666666666666,0.12566666666666668,1.5333333333333332,7.633333333333333,4.6,6.366666666666667,1.2,0.9666666666666667,5.433333333333334,19.3,2.9000000000000004,1.1,4.0,0.013999999999999999,-2.1999999999999997,-2.2333333333333334,-4.466666666666667,0.29999999999999993,
George King,Colorado,2018,2,59,2,25,SF,5,0,25,-5.2,0.085,0.8,0.4,0.0,24.05,11.899999999999999,0.0,0.0,0.0,14.5,8.15,-0.1,0.0,-0.1,-0.1485,-11.15,-2.8,-14.0,-0.1,
Georges Niang,Iowa State,2016,2,50,3,23,PF,91,0,641,7.433333333333333,0.42566666666666664,0.42566666666666664,0.12366666666666666,5.2,18.233333333333334,11.799999999999999,10.533333333333333,1.866666666666667,0.3,14.266666666666666,19.633333333333333,0.19999999999999996,0.8999999999999999,1.0,-0.02466666666666667,-4.633333333333334,-0.6333333333333333,-5.233333333333333,0.09999999999999998,
Glen Rice Jr.,Georgia Tech,2013,2,35,2,23,SG,16,1,152,1.4999999999999998,0.35550000000000004,0.463,0.2945,4.800000000000001,11.2,7.9,7.9,1.4,0.4,14.25,20.5,-0.4,0.2,-0.2,-0.08199999999999999,-8.4,-0.9999999999999999,-9.4,-0.1,
Glenn Robinson III,Michigan,2014,2,40,3,21,SG,149,32,2196,10.466666666666667,0.5143333333333333,0.2996666666666667,0.2803333333333333,4.3999999999999995,12.433333333333332,8.433333333333334,6.466666666666666,1.4333333333333333,0.9666666666666667,10.4,14.6,1.5,1.9,3.4,0.05833333333333333,-1.7,-0.5333333333333333,-2.266666666666667,0.5,
Gordon Hayward,Butler,2010,1,9,3,20,SF,210,102,5337,14.333333333333334,0.57,0.2806666666666667,0.369,3.3666666666666667,9.833333333333334,6.6000000000000005,14.266666666666666,1.4000000000000001,1.4333333333333333,14.233333333333334,18.400000000000002,8.8,2.6,11.5,0.09566666666666668,1.0,-0.5666666666666668,0.4333333333333333,3.8,6MOY-14
Gorgui Dieng,Louisville,2013,1,21,3,24,C,215,103,5231,16.933333333333334,0.5693333333333334,0.017,0.4383333333333333,11.0,23.266666666666666,17.066666666666666,9.266666666666666,1.8333333333333333,4.2,16.866666666666664,16.166666666666668,7.5,5.5,13.0,0.12133333333333333,-0.7333333333333334,0.6666666666666666,-0.03333333333333336,2.9,ROY-6
Gradey Dick,Kansas,2023,1,13,3,20,SG,124,71,3010,10.933333333333332,0.5556666666666666,0.545,0.27299999999999996,2.6666666666666665,10.5,6.533333333333334,6.0,1.4333333333333333,0.2333333333333333,7.666666666666667,19.066666666666666,0.30000000000000004,1.7,2.0,0.05066666666666667,-1.8333333333333333,-1.7000000000000002,-3.5333333333333337,-1.6,
Grant Jerrett,Arizona,2013,2,40,1,21,PF,8,0,51,1.5,0.303,0.577,0.038,4.4,15.2,9.9,9.6,2.1,3.1,10.2,25.4,-0.2,0.1,-0.1,-0.128,-10.0,-0.9,-10.8,-0.1,
Grant Riller,College of Charleston,2020,2,56,1,23,PG,7,0,27,23.6,0.75,0.333,0.0,0.0,4.1,2.0,20.9,1.8,0.0,7.7,20.7,0.1,0.0,0.1,0.177,4.6,0.5,5.1,0.0,
Grant Williams,Tennessee,2019,1,22,3,21,PF,209,35,4056,8.866666666666667,0.5619999999999999,0.5246666666666667,0.2273333333333333,4.866666666666666,12.233333333333334,8.566666666666666,7.2,1.2666666666666666,2.6666666666666665,15.466666666666667,12.166666666666666,2.6,5.0,7.8,0.08233333333333333,-3.1666666666666665,0.9333333333333332,-2.266666666666667,0.10000000000000009,
Grayson Allen,Duke,2018,1,21,3,23,SG,126,40,2393,10.766666666666666,0.5703333333333332,0.5933333333333334,0.24533333333333332,1.2,9.4,5.3,10.133333333333333,1.0333333333333332,0.6333333333333334,11.466666666666667,19.599999999999998,1.9,2.0,3.9000000000000004,0.06166666666666667,-1.5,-1.0666666666666667,-2.6,0.19999999999999996,
Greg Brown III,Texas,2021,2,43,3,20,SF,70,6,773,9.1,0.47900000000000004,0.2813333333333334,0.5296666666666666,5.666666666666667,18.266666666666666,11.866666666666667,8.533333333333333,1.3666666666666665,5.766666666666667,16.833333333333332,18.633333333333333,-0.39999999999999997,0.6,0.30000000000000004,-0.015,-5.833333333333333,-0.033333333333333326,-5.866666666666667,-0.6000000000000001,
Greg Monroe,Georgetown,2010,1,7,3,20,C,227,195,6991,19.833333333333332,0.555,0.0023333333333333335,0.381,12.066666666666668,22.53333333333333,17.166666666666668,13.366666666666667,2.1666666666666665,1.6333333333333335,14.066666666666668,21.266666666666666,11.7,7.800000000000001,19.5,0.13633333333333333,1.7333333333333332,0.0,1.7,6.6,ROY-6
Greivis Vásquez,Maryland,2010,1,28,3,24,PG,214,105,5251,13.299999999999999,0.5026666666666667,0.289,0.18833333333333332,1.7333333333333334,10.733333333333334,6.2,35.300000000000004,1.5,0.3333333333333333,20.266666666666666,19.966666666666665,3.9,2.7,6.6,0.05366666666666667,-0.33333333333333326,-1.2333333333333334,-1.5999999999999999,1.2000000000000002,
Hamady N'Diaye,Rutgers University,2010,2,56,3,24,C,33,0,157,-1.6333333333333335,0.333,0.0,0.8370000000000001,3.4333333333333336,9.166666666666666,6.233333333333333,1.8666666666666665,0.43333333333333335,3.0666666666666664,15.566666666666668,9.866666666666667,-0.1,0.1,0.1,-0.11033333333333334,-9.1,-2.6333333333333337,-11.733333333333334,-0.2,
Hamidou Diallo,Kentucky,2018,2,45,3,20,SG,149,15,2648,11.233333333333334,0.5096666666666666,0.17066666666666666,0.3323333333333333,5.966666666666666,15.166666666666666,10.566666666666668,7.866666666666667,1.8333333333333333,1.4000000000000001,12.1,19.066666666666666,-0.3,3.1,2.8000000000000003,0.051333333333333335,-3.6,0.19999999999999998,-3.4,-0.7,
Harrison Barnes,UNC,2012,1,7,3,20,SF,241,187,6580,11.4,0.5283333333333333,0.2796666666666667,0.26633333333333337,3.933333333333333,13.833333333333334,9.033333333333333,7.266666666666667,1.3666666666666665,0.6,10.466666666666667,16.466666666666665,5.0,7.699999999999999,12.7,0.09133333333333334,-1.2,0.10000000000000002,-1.0666666666666667,1.5,ROY-6
Harrison Ingram,UNC,2024,2,48,2,22,SF,8,0,46,15.95,0.6665,0.2915,0.0,19.85,10.75,14.950000000000001,5.3,2.05,0.0,10.0,8.85,0.1,0.1,0.2,0.1905,1.7499999999999998,-0.40000000000000013,1.35,0.0,
Harry Giles,Duke,2017,1,20,3,20,PF,142,17,1835,14.399999999999999,0.5339999999999999,0.08733333333333333,0.24466666666666667,8.166666666666666,25.8,16.766666666666666,13.566666666666668,1.5,2.733333333333333,15.066666666666668,19.900000000000002,0.9,2.2,3.1,0.079,-2.9333333333333336,0.5,-2.4,-0.2,
Hassan Whiteside,Marshall,2010,2,33,3,21,C,67,32,1253,8.166666666666666,0.534,0.0,0.4235,10.333333333333334,19.666666666666668,15.0,0.3333333333333333,0.8666666666666666,6.3999999999999995,12.350000000000001,11.966666666666669,2.8,2.6,5.5,0.10033333333333333,-9.133333333333333,0.6666666666666666,-8.466666666666667,1.8,DPOY-15
Henry Ellenson,Marquette,2016,1,18,3,20,PF,76,2,734,10.366666666666667,0.486,0.4526666666666667,0.19566666666666666,3.6999999999999997,25.133333333333336,14.1,8.733333333333333,0.8000000000000002,0.4333333333333333,11.733333333333333,22.5,-0.4,0.8,0.30000000000000004,0.00866666666666667,-2.5666666666666664,-1.4000000000000001,-3.9333333333333336,-0.30000000000000004,
Herbert Jones,Alabama,2021,2,35,3,23,PF,220,211,6607,12.533333333333333,0.592,0.36333333333333334,0.291,4.566666666666666,9.666666666666666,7.1000000000000005,10.799999999999999,2.5,2.4,13.033333333333333,14.1,6.9,8.2,15.1,0.11033333333333334,-1.5999999999999999,1.5666666666666667,-0.06666666666666665,3.3000000000000003,ROY-6
Hunter Tyson,Clemson,2023,2,37,3,23,PF,73,2,462,3.3333333333333335,0.3353333333333333,0.6389999999999999,0.07766666666666668,6.033333333333334,29.899999999999995,18.76666666666667,3.9,0.7333333333333334,0.43333333333333335,6.233333333333333,16.866666666666667,0.0,0.39999999999999997,0.30000000000000004,-0.042,-8.533333333333333,-2.8333333333333335,-11.333333333333334,-0.5,
Ignas Brazdeikis,Michigan,2019,2,47,3,21,SF,64,1,838,7.633333333333333,0.4603333333333333,0.403,0.18866666666666668,4.3,10.2,7.166666666666667,10.6,0.5666666666666668,1.1333333333333335,9.1,18.766666666666666,0.0,0.4,0.5,-0.016999999999999998,-3.6666666666666665,-2.533333333333333,-6.2,-0.6,
Ike Anigbogu,UCLA,2017,2,47,2,19,C,14,0,36,7.800000000000001,0.279,0.0,0.3335,18.95,25.6,22.299999999999997,9.7,0.85,11.850000000000001,19.85,24.700000000000003,0.0,0.0,0.0,-0.15749999999999997,-6.1,-1.0999999999999999,-7.1499999999999995,0.0,
Iman Shumpert,Georgia Tech,2011,1,17,3,21,PG,178,138,4663,10.700000000000001,0.49333333333333335,0.409,0.17400000000000002,3.6666666666666665,12.233333333333334,7.833333333333333,12.333333333333334,2.6333333333333333,0.5333333333333333,13.466666666666667,15.966666666666667,1.3,5.1,6.3,0.07,-2.066666666666667,0.9,-1.1666666666666667,0.7,"ROY-5,DPOY-14"
Immanuel Quickley,Kentucky,2020,1,25,3,21,PG,223,27,5389,15.566666666666668,0.5593333333333333,0.518,0.28099999999999997,2.2333333333333334,11.966666666666667,7.1000000000000005,19.366666666666664,1.4666666666666668,0.5666666666666667,9.233333333333333,22.900000000000002,8.7,5.5,14.100000000000001,0.125,0.9666666666666667,-0.033333333333333326,0.9333333333333332,4.0,6MOY-10
Isaac Okoro,Auburn,2020,1,5,3,20,SG,210,174,5806,9.666666666666666,0.5723333333333334,0.41,0.31066666666666665,3.733333333333333,8.0,5.866666666666667,8.033333333333333,1.5,1.2333333333333334,10.633333333333333,12.866666666666667,4.199999999999999,5.199999999999999,9.3,0.08166666666666667,-2.8333333333333335,0.4666666666666666,-2.3666666666666667,-0.9,
Isaiah Canaan,Murray State,2013,2,34,3,22,PG,146,60,3156,11.0,0.5226666666666667,0.6516666666666667,0.247,2.1666666666666665,8.066666666666668,5.066666666666666,14.4,1.5,0.6666666666666666,13.633333333333333,20.833333333333332,1.7000000000000002,1.4,3.0,0.046000000000000006,-1.0666666666666667,-1.3333333333333333,-2.4,-2.7755575615628914e-17,
Isaiah Collier,USC,2024,1,29,2,20,PG,72,47,1865,5.8999999999999995,0.5285,0.33999999999999997,0.2635,0.95,5.9,3.45,26.299999999999997,0.85,0.4,28.05,19.549999999999997,-1.4000000000000001,0.5,-0.9,-0.08199999999999999,-5.85,-3.8,-9.65,-1.7000000000000002,
Isaiah Jackson,Kentucky,2021,1,22,3,20,C,158,30,2354,19.833333333333332,0.6303333333333333,0.04633333333333334,0.44133333333333336,12.700000000000001,19.3,15.966666666666667,6.066666666666667,1.9333333333333333,7.466666666666666,12.700000000000001,19.03333333333333,4.4,3.0,7.4,0.15133333333333332,-1.0,0.7666666666666666,-0.2333333333333334,1.0,
Isaiah Joe,Arkansas,2020,2,49,3,21,SG,169,12,2387,10.566666666666666,0.5593333333333333,0.7786666666666667,0.18400000000000002,1.6333333333333335,9.700000000000001,5.666666666666667,8.0,1.4000000000000001,0.6,7.599999999999999,16.866666666666664,2.7,2.1,4.8,0.08133333333333333,-1.2666666666666666,-0.9666666666666667,-2.233333333333333,0.5,
Isaiah Livers,Michigan,2021,2,42,3,23,SF,94,33,2051,8.200000000000001,0.5519999999999999,0.6933333333333334,0.14866666666666667,3.3333333333333335,10.5,6.766666666666667,6.6000000000000005,1.3666666666666665,1.5333333333333334,11.299999999999999,12.333333333333334,0.6000000000000001,1.0,1.5999999999999999,0.037000000000000005,-2.8000000000000003,-0.6666666666666666,-3.466666666666667,-0.6,
Isaiah Mobley,USC,2022,2,49,3,23,PF,23,0,173,13.133333333333333,0.45766666666666667,0.3773333333333333,0.157,5.566666666666666,18.0,11.700000000000001,19.433333333333334,2.233333333333333,3.033333333333333,3.633333333333333,17.599999999999998,0.1,0.30000000000000004,0.2,0.09533333333333334,-2.3333333333333335,1.2666666666666666,-1.0999999999999999,-0.1,
Isaiah Roby,Nebraska,2019,2,45,3,21,PF,109,62,2384,7.5,0.3873333333333333,0.18699999999999997,0.21066666666666667,4.8,17.900000000000002,11.4,7.833333333333333,1.1666666666666667,1.8666666666666665,26.433333333333334,14.9,1.4,2.6,4.2,0.0006666666666666673,-5.1000000000000005,-0.9333333333333332,-6.033333333333334,0.09999999999999998,
Isaiah Stewart,Washington,2020,1,16,3,19,C,189,132,4685,14.5,0.5690000000000001,0.2376666666666667,0.25766666666666665,11.166666666666666,23.5,17.166666666666668,6.833333333333333,0.8666666666666667,3.733333333333333,12.833333333333334,15.799999999999999,4.6,4.8,9.4,0.09700000000000002,-1.7,-0.46666666666666673,-2.1666666666666665,-0.3,
Isaiah Thomas,Washington,2011,2,60,3,22,PG,216,153,6275,18.533333333333335,0.574,0.36733333333333335,0.3466666666666667,2.1999999999999997,7.733333333333333,4.8999999999999995,27.46666666666667,1.7,0.26666666666666666,13.633333333333333,23.03333333333333,15.8,1.2,17.0,0.129,2.9333333333333336,-1.4333333333333333,1.5,5.7,ROY-7
Isaiah Whitehead,Seton Hall,2016,2,42,2,21,PG,89,26,1823,9.55,0.5085,0.251,0.2215,2.2,11.399999999999999,6.800000000000001,18.65,1.7000000000000002,1.25,20.3,23.35,-2.0,1.1,-0.9,-0.029,-3.8499999999999996,-0.6000000000000001,-4.449999999999999,-1.4000000000000001,
Isaiah Wong,Miami (FL),2023,2,55,2,23,SG,21,0,269,4.9,0.4165,0.3235,0.162,2.75,3.7,3.2,8.25,1.0,0.0,6.5,26.75,-0.1,0.1,0.1,-0.1335,-7.1000000000000005,-4.35,-11.5,-0.1,
Ivan Rabb,California,2017,2,35,2,20,PF,85,18,1237,16.35,0.5925,0.0355,0.281,11.149999999999999,22.8,16.85,11.2,1.2,2.1,14.95,17.45,1.9,1.4,3.3,0.123,-1.0,-0.75,-1.7,0.1,
JD Davison,Alabama,2022,2,53,3,20,SG,36,0,198,11.800000000000002,0.5013333333333333,0.49333333333333335,0.21466666666666667,3.8333333333333335,15.133333333333333,9.6,24.8,1.8333333333333333,1.9666666666666668,18.5,19.0,-0.19999999999999998,0.30000000000000004,0.1,0.06866666666666667,-2.866666666666667,0.49999999999999994,-2.3666666666666667,0.0,
JT Thor,Auburn,2021,2,37,3,19,PF,165,11,2012,8.6,0.5166666666666667,0.4836666666666667,0.22333333333333336,4.766666666666667,13.799999999999999,9.200000000000001,6.3999999999999995,1.0999999999999999,3.1,11.799999999999999,12.266666666666666,-0.3,1.3,1.1,0.03366666666666667,-3.633333333333333,-0.46666666666666673,-4.066666666666666,-1.2999999999999998,
Ja Morant,Murray State,2019,1,2,3,20,PG,187,187,6016,19.5,0.556,0.22033333333333335,0.357,3.266666666666667,11.533333333333333,7.366666666666667,34.26666666666667,1.4333333333333333,0.7999999999999999,14.966666666666667,28.933333333333334,8.5,5.2,13.7,0.111,2.966666666666667,-0.9666666666666667,2.0,5.9,ROY-1
Ja'Kobe Walter,Baylor,2024,1,19,2,20,SG,59,18,1180,7.0,0.47550000000000003,0.6114999999999999,0.23049999999999998,4.949999999999999,9.3,7.1,8.2,1.85,1.05,14.399999999999999,16.5,0.19999999999999998,1.0,1.0999999999999999,0.006999999999999999,-4.699999999999999,-0.8500000000000001,-5.55,-0.4,
JaJuan Johnson,Purdue,2011,1,27,1,22,PF,36,0,298,11.4,0.456,0.0,0.074,8.3,14.4,11.5,3.6,0.9,3.6,10.1,22.4,-0.3,0.5,0.2,0.032,-3.3,-0.6,-3.9,-0.1,
Jabari Bird,California,2017,2,56,1,23,SG,13,1,115,12.1,0.615,0.269,0.5,5.8,12.2,9.0,10.5,1.3,0.7,20.1,15.4,0.1,0.2,0.2,0.098,-2.7,-0.4,-3.1,0.0,
