Player,College,DraftYear,DraftRound,DraftPick,SeasonNum,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
Shabazz Muhammad,UCLA,2013,1,14,3,21,SG,157,13,2838,16.066666666666666,0.5363333333333333,0.14666666666666667,0.3476666666666666,7.966666666666666,11.666666666666666,9.799999999999999,6.066666666666666,1.0666666666666667,0.39999999999999997,8.5,23.733333333333334,4.800000000000001,0.30000000000000004,5.0,0.08,0.6333333333333333,-2.6999999999999997,-2.1,0.19999999999999996,
Shabazz Napier,UConn,2014,1,24,3,23,PG,159,12,2124,10.833333333333334,0.5033333333333333,0.5126666666666667,0.246,1.8,10.433333333333332,6.133333333333333,20.833333333333332,2.3666666666666667,0.2333333333333333,19.400000000000002,18.8,-0.5,1.7000000000000002,1.2,0.029333333333333333,-1.8333333333333333,-0.3333333333333333,-2.2,-0.3,
Shaedon Sharpe,Kentucky,2022,1,7,3,19,SG,184,92,5090,12.466666666666667,0.5476666666666666,0.4266666666666667,0.21833333333333335,3.8000000000000003,12.433333333333332,7.966666666666666,11.966666666666667,1.2,0.9333333333333332,11.533333333333333,22.166666666666668,1.7,2.9,4.7,0.03933333333333333,-1.0666666666666667,-1.4000000000000001,-2.4666666666666663,-0.39999999999999997,
Shai Gilgeous-Alexander,Kentucky,2018,1,11,3,20,PG,187,178,5782,17.566666666666666,0.5816666666666667,0.24733333333333332,0.34299999999999997,2.2666666666666666,12.5,7.466666666666666,21.400000000000002,1.6000000000000003,1.6666666666666667,13.0,23.266666666666666,7.300000000000001,5.7,12.899999999999999,0.11266666666666665,1.4333333333333333,0.3333333333333333,1.7666666666666666,4.8,ROY-6
Shake Milton,SMU,2018,2,54,3,22,SG,123,28,2534,12.766666666666666,0.5496666666666666,0.4323333333333333,0.19299999999999998,2.766666666666667,9.5,6.166666666666667,16.099999999999998,1.3,1.3666666666666665,10.566666666666666,19.599999999999998,2.6,2.6,5.199999999999999,0.09200000000000001,-1.0999999999999999,-0.8666666666666667,-1.9333333333333336,0.2,6MOY-12
Shane Larkin,Miami (FL),2013,1,18,3,21,PG,202,39,4105,10.833333333333334,0.4883333333333333,0.25366666666666665,0.19199999999999998,2.033333333333333,8.866666666666667,5.3999999999999995,23.03333333333333,2.6666666666666665,0.39999999999999997,19.0,16.23333333333333,0.9,2.2,3.0,0.024666666666666667,-2.8000000000000003,-0.06666666666666667,-2.8666666666666667,-0.6000000000000001,
Sharife Cooper,Auburn,2021,2,48,2,20,PG,15,0,43,-8.600000000000001,0.25,0.429,0.0,0.0,7.0,3.5,8.15,0.0,0.0,63.15,15.8,-0.2,0.0,-0.2,-0.33299999999999996,-12.75,-6.3,-19.1,-0.1,
Shelvin Mack,Butler,2011,2,34,3,21,PG,168,14,2685,12.133333333333333,0.505,0.3156666666666667,0.18100000000000002,1.3666666666666665,10.799999999999999,6.1000000000000005,27.03333333333333,1.8333333333333333,0.10000000000000002,17.0,18.133333333333333,1.5,2.1,3.5,0.057333333333333326,-1.7333333333333334,-0.4333333333333333,-2.1333333333333333,0.09999999999999998,
Sindarius Thornwell,South Carolina,2017,2,48,3,23,SG,139,17,1504,9.366666666666665,0.5436666666666666,0.31066666666666665,0.47866666666666663,1.6333333333333335,11.666666666666666,6.766666666666667,10.366666666666667,1.8,2.0,17.900000000000002,13.566666666666668,-0.19999999999999998,1.2,1.1,0.04866666666666667,-2.9333333333333336,0.26666666666666666,-2.6333333333333333,-0.30000000000000004,
Sion James,Duke,2025,2,33,1,23,SG,9,4,227,12.4,0.796,0.556,0.267,1.5,11.4,6.7,7.7,1.0,1.2,13.7,10.5,0.5,0.1,0.5,0.112,-0.1,-0.4,-0.5,0.1,
Skal Labissière,Kentucky,2016,1,28,3,20,PF,115,42,2028,14.566666666666668,0.5609999999999999,0.1376666666666667,0.31466666666666665,7.933333333333333,19.7,13.766666666666666,8.4,1.2333333333333334,2.8000000000000003,13.9,19.46666666666667,1.2,1.7,3.0,0.08066666666666666,-1.8999999999999997,-0.7666666666666666,-2.6666666666666665,-0.2,
Skylar Mays,LSU,2020,2,50,3,23,SG,67,11,678,15.966666666666667,0.594,0.39366666666666666,0.19566666666666666,2.6333333333333333,10.1,6.366666666666667,22.400000000000002,1.9000000000000001,0.39999999999999997,10.766666666666666,17.96666666666667,1.3,0.5,1.8,0.124,0.7000000000000001,-0.7333333333333334,-0.03333333333333336,0.4,
Solomon Alabi,Florida State,2010,2,50,2,22,C,26,0,181,8.1,0.3035,0.0,0.1775,14.149999999999999,22.4,18.35,4.35,1.35,4.3,13.55,15.75,-0.2,0.2,0.0,-0.02949999999999999,-4.45,-1.1,-5.550000000000001,-0.1,
Solomon Hill,Arizona,2013,1,23,3,22,SF,169,81,3473,10.0,0.5316666666666667,0.41966666666666663,0.227,4.3,14.1,9.333333333333334,9.799999999999999,1.5333333333333332,0.7666666666666666,16.566666666666666,13.466666666666667,1.7000000000000002,4.3,6.0,0.08966666666666667,-2.1333333333333333,0.8666666666666667,-1.2666666666666666,0.8,
Spencer Dinwiddie,Colorado,2014,2,38,3,21,PG,105,19,1948,10.6,0.46599999999999997,0.30133333333333334,0.446,1.9000000000000001,10.299999999999999,6.0,25.366666666666664,1.6000000000000003,0.7666666666666666,13.200000000000001,18.633333333333333,1.5999999999999999,1.4,3.0,0.046000000000000006,-2.966666666666667,1.850371707708594e-17,-3.0,0.2,
Stanley Johnson,Arizona,2015,1,8,3,19,SF,219,57,4952,8.299999999999999,0.4586666666666666,0.39399999999999996,0.19133333333333336,2.766666666666667,14.133333333333333,8.233333333333333,9.933333333333334,2.066666666666667,0.9,13.833333333333334,16.933333333333334,-3.3,6.1,2.8,0.025333333333333333,-3.966666666666667,0.9,-3.0666666666666664,-1.2,
Stephen Zimmerman,UNLV,2016,2,41,1,20,C,19,0,108,7.3,0.346,0.0,0.161,10.8,24.9,17.6,5.3,0.9,3.7,8.3,14.8,-0.1,0.1,0.0,-0.005,-6.6,-1.7,-8.3,-0.2,
Stephon Castle,UConn,2024,1,4,2,20,SG,90,56,2463,15.4,0.556,0.355,0.474,5.050000000000001,12.3,8.8,27.549999999999997,2.25,1.05,18.3,25.8,0.30000000000000004,1.5,1.8,0.07100000000000001,-1.0,-0.7,-1.7000000000000002,-0.5,ROY-1
Sterling Brown,SMU,2017,2,46,3,22,SG,164,12,2577,9.833333333333334,0.5173333333333333,0.482,0.136,3.7999999999999994,16.8,10.533333333333333,7.933333333333333,1.5999999999999999,0.9666666666666667,11.966666666666667,15.4,0.29999999999999993,3.5999999999999996,3.9000000000000004,0.07033333333333334,-2.533333333333333,0.3666666666666667,-2.1999999999999997,-0.1,
Steven Adams,Pitt,2013,1,12,3,20,C,231,167,4982,13.6,0.5703333333333334,0.0016666666666666668,0.5696666666666667,12.933333333333332,17.5,15.266666666666666,4.8999999999999995,1.2666666666666666,3.6666666666666665,17.8,12.866666666666667,7.0,6.4,13.5,0.12666666666666668,-1.5333333333333332,0.43333333333333335,-1.1,1.3,ROY-7
Svi Mykhailiuk,Kansas,2018,2,47,3,21,SF,164,41,3029,9.200000000000001,0.518,0.6536666666666666,0.13833333333333334,1.8666666666666665,8.5,5.166666666666667,12.033333333333333,1.6666666666666667,0.43333333333333335,13.0,17.7,-0.20000000000000007,2.0,1.8,0.019333333333333334,-2.1666666666666665,-1.0,-3.1666666666666665,-0.5,
T.J. Leaf,UCLA,2017,1,18,3,20,PF,139,2,1203,13.5,0.5226666666666667,0.229,0.15766666666666665,9.333333333333334,17.866666666666667,13.633333333333333,5.133333333333334,1.1666666666666667,1.8666666666666665,6.733333333333333,17.466666666666665,1.3,1.4,2.7,0.09700000000000002,-1.2,-0.7333333333333333,-1.9333333333333333,0.1,
T.J. Warren,NC State,2014,1,14,3,21,SF,153,64,3732,15.1,0.5463333333333334,0.12566666666666668,0.141,6.5,9.633333333333333,8.033333333333333,6.533333333333334,1.6666666666666667,1.2666666666666666,7.766666666666667,18.966666666666665,5.4,2.1,7.4,0.09400000000000001,9.25185853854297e-18,-0.6666666666666666,-0.6666666666666666,1.3,
Taelon Peter,Liberty,2025,2,54,1,23,SG,6,0,58,5.3,0.487,0.909,0.273,3.2,7.5,5.2,14.2,0.8,1.6,24.5,11.3,0.0,0.0,0.0,0.001,-4.6,-0.5,-5.1,0.0,
Talen Horton-Tucker,Iowa State,2019,2,46,3,19,SG,131,24,2896,12.066666666666668,0.5246666666666667,0.3463333333333334,0.20966666666666667,2.5,10.033333333333333,6.3,15.4,3.0,1.4000000000000001,14.700000000000001,20.2,-0.30000000000000004,3.6000000000000005,3.3000000000000003,0.06033333333333333,-3.266666666666667,1.0999999999999999,-2.1999999999999997,-0.2,
Tari Eason,LSU,2022,1,17,3,21,PF,161,21,3667,16.933333333333334,0.54,0.285,0.19366666666666665,10.533333333333333,20.333333333333332,15.366666666666667,8.066666666666668,3.0,3.1333333333333333,10.266666666666666,19.5,3.3,5.6,8.9,0.12133333333333333,-0.2333333333333334,1.4000000000000001,1.1666666666666667,2.5,
Taurean Prince,Baylor,2016,1,12,3,22,SF,196,139,4997,11.5,0.5456666666666666,0.4523333333333333,0.23666666666666666,2.1999999999999997,14.066666666666668,8.1,11.133333333333333,1.8333333333333333,1.6666666666666667,14.799999999999999,19.599999999999998,0.4,4.2,4.6,0.04633333333333334,-1.6666666666666667,0.03333333333333336,-1.6333333333333335,0.6,
Taylor Hendricks,Central Florida,2023,1,9,3,20,PF,52,29,1079,9.6,0.46399999999999997,0.5583333333333333,0.18100000000000002,8.200000000000001,16.033333333333335,12.133333333333333,4.133333333333334,2.0333333333333337,3.4,9.733333333333333,13.066666666666668,0.6,0.8,1.3,0.02966666666666667,-3.0,-0.4333333333333334,-3.4,0.0,
Terance Mann,Florida State,2019,2,48,3,23,SF,189,49,3942,12.6,0.5733333333333334,0.27133333333333337,0.283,4.3,14.333333333333334,9.466666666666667,14.566666666666668,1.2333333333333334,0.9666666666666667,11.9,14.566666666666668,5.9,4.1,10.0,0.12,-1.3333333333333333,0.5666666666666667,-0.7666666666666666,1.4,
Terrence Jones,Kentucky,2012,1,18,3,21,PF,128,95,3243,18.166666666666668,0.5519999999999999,0.156,0.25633333333333336,10.166666666666666,17.033333333333335,13.733333333333334,7.5,1.5,4.633333333333334,9.799999999999999,18.266666666666666,6.6,4.4,11.0,0.15233333333333335,0.9666666666666667,0.7333333333333333,1.7000000000000002,3.2,
Terrence Ross,Washington,2012,1,8,3,21,SG,236,125,5490,11.200000000000001,0.521,0.49666666666666676,0.09866666666666667,2.4666666666666663,10.866666666666667,6.633333333333333,6.6000000000000005,1.5333333333333332,0.9666666666666667,9.1,18.833333333333332,3.3,4.0,7.5,0.06066666666666667,-0.6,-0.7333333333333334,-1.3666666666666665,1.2,
Terrence Shannon Jr.,Illinois,2024,1,27,2,24,SG,39,1,454,8.35,0.497,0.3325,0.217,3.2,12.600000000000001,8.05,11.2,1.35,0.7,13.55,15.8,0.19999999999999998,0.5,0.6,0.036,-3.95,-0.35,-4.3,-0.1,
Terry Rozier,Louisville,2015,1,16,3,21,PG,193,16,3642,10.333333333333334,0.43733333333333335,0.39799999999999996,0.147,5.033333333333333,15.366666666666667,10.233333333333334,16.400000000000002,1.5333333333333332,0.6,10.966666666666667,18.400000000000002,1.6,5.1,6.699999999999999,0.04566666666666667,-1.8,-0.03333333333333329,-1.7999999999999998,2.0,6MOY-10
Thomas Bryant,Indiana,2017,2,42,3,20,C,133,89,2715,17.333333333333332,0.5880000000000001,0.297,0.32666666666666666,7.2,22.900000000000002,14.966666666666669,10.633333333333333,0.8333333333333334,3.266666666666667,9.066666666666666,17.466666666666665,7.4,2.2,9.6,0.13066666666666668,0.6999999999999998,-0.39999999999999997,0.3000000000000001,2.7,
Thomas Robinson,Kansas,2012,1,5,3,21,PF,194,4,2727,13.433333333333332,0.48500000000000004,0.004666666666666667,0.36433333333333334,12.9,24.833333333333332,18.833333333333332,6.766666666666667,1.7666666666666666,1.8,16.633333333333336,19.666666666666668,-0.5,3.5,3.0,0.059,-2.9333333333333336,-0.6,-3.5,-1.2,
Thomas Welsh,UCLA,2018,2,58,1,22,C,11,0,36,16.1,0.648,0.538,0.154,0.0,12.1,6.0,20.5,0.0,0.0,6.7,17.7,0.1,0.0,0.1,0.162,2.2,-1.1,1.2,0.0,
Tim Hardaway Jr.,Michigan,2013,1,24,3,21,SG,202,32,4420,12.166666666666666,0.543,0.5183333333333334,0.205,0.9666666666666667,8.866666666666667,4.866666666666667,9.4,1.0,0.5333333333333333,7.6000000000000005,19.866666666666667,4.4,1.4,5.8,0.06933333333333333,-0.30000000000000004,-1.5333333333333332,-1.8333333333333333,2.7755575615628914e-17,"ROY-5,6MOY-13"
Tobias Harris,Tennessee,2011,1,19,3,19,SF,158,79,3628,15.566666666666668,0.5363333333333333,0.17433333333333334,0.3096666666666667,6.1000000000000005,18.666666666666668,12.333333333333334,7.966666666666668,1.2666666666666666,1.5666666666666667,10.966666666666667,21.633333333333336,3.9999999999999996,3.3,7.3999999999999995,0.09433333333333332,-0.3333333333333333,-0.7000000000000001,-1.0333333333333332,1.1,
Tony Bradley,UNC,2017,1,28,3,20,C,70,3,728,16.933333333333334,0.5073333333333333,0.035666666666666666,0.18333333333333335,20.833333333333332,23.266666666666666,22.099999999999998,4.966666666666667,1.2333333333333334,2.8333333333333335,9.200000000000001,19.266666666666666,2.2,1.2000000000000002,3.4,0.133,-1.8666666666666665,-2.1999999999999997,-4.066666666666666,0.6,
Tony Mitchell,University of North Texas,2013,2,37,1,21,PF,21,0,79,18.1,0.54,0.083,1.583,19.7,16.0,18.0,3.4,3.8,3.0,16.4,13.2,0.1,0.1,0.2,0.151,0.5,-0.1,0.4,0.0,
Tony Snell,New Mexico,2013,1,20,3,22,SG,213,67,3944,8.200000000000001,0.5056666666666666,0.506,0.12233333333333334,1.9666666666666668,11.6,6.866666666666667,7.6000000000000005,1.0333333333333334,0.8333333333333334,11.566666666666668,14.233333333333334,0.5999999999999999,3.9,4.4,0.05366666666666667,-2.6333333333333333,-0.033333333333333326,-2.6666666666666665,-0.6,
Tony Wroten,Washington,2012,1,25,3,19,SG,137,31,2932,12.366666666666667,0.48266666666666663,0.24866666666666667,0.385,4.033333333333333,8.266666666666666,6.1000000000000005,27.0,2.1333333333333333,0.8666666666666666,19.466666666666665,26.633333333333336,-2.6,2.1,-0.5,0.002,-1.8,-1.0666666666666667,-2.9,-0.5999999999999999,
Toumani Camara,Dayton,2023,2,52,3,23,PF,157,136,4590,10.933333333333332,0.5443333333333333,0.49466666666666664,0.18633333333333332,7.2,12.5,9.700000000000001,9.6,1.8666666666666665,1.5666666666666667,13.133333333333333,14.700000000000001,3.2,4.3,7.6000000000000005,0.06933333333333333,-2.0,0.10000000000000002,-1.9000000000000001,0.7,"DPOY-9,DEF2"
Trae Young,Oklahoma,2018,1,5,3,20,PG,204,204,6748,21.3,0.5743333333333333,0.39866666666666667,0.42300000000000004,2.066666666666667,10.733333333333334,6.366666666666667,43.86666666666667,1.3,0.43333333333333335,16.666666666666668,32.1,13.7,2.6,16.4,0.11933333333333333,4.6000000000000005,-2.2666666666666666,2.3333333333333335,7.0,ROY-2
Travis Leslie,Georgia,2011,2,47,1,21,SG,10,0,45,14.6,0.39,0.0,0.643,15.7,8.0,11.9,17.0,2.4,3.7,10.0,20.5,0.0,0.0,0.1,0.06,0.0,-0.3,-0.3,0.0,
Trayce Jackson-Davis,Indiana,2023,2,57,3,23,PF,136,53,2166,19.066666666666666,0.6096666666666667,0.004333333333333333,0.3406666666666667,12.566666666666668,17.666666666666668,15.1,15.200000000000001,1.5,4.6000000000000005,8.933333333333332,16.233333333333334,5.3,3.1,8.5,0.18533333333333335,0.4666666666666666,1.0666666666666667,1.5666666666666664,2.2,
Tre Johnson,Texas,2025,1,6,1,19,SG,10,2,259,9.3,0.544,0.509,0.113,2.3,12.2,7.3,7.5,0.5,2.0,13.3,20.3,-0.2,0.0,-0.2,-0.039,-2.7,-3.2,-5.9,-0.3,
Tre Jones,Duke,2020,2,41,3,21,PG,174,77,3401,14.366666666666667,0.541,0.14233333333333334,0.24766666666666667,2.9,9.200000000000001,6.0,26.166666666666668,1.7666666666666666,0.3,11.9,17.0,4.699999999999999,1.8,6.699999999999999,0.08966666666666667,-1.1,-0.5666666666666668,-1.6666666666666667,0.8,
Tre Mann,Florida,2021,1,18,3,20,PG,168,59,3537,11.299999999999999,0.5173333333333333,0.4583333333333333,0.14533333333333334,2.1666666666666665,12.666666666666666,7.3,16.266666666666666,1.9333333333333333,0.6666666666666666,12.266666666666666,20.3,-1.2,2.9000000000000004,1.7999999999999998,0.027000000000000007,-2.6666666666666665,-0.5666666666666668,-3.1999999999999997,-1.2,
Tremont Waters,LSU,2019,2,51,3,22,PG,40,4,407,8.1,0.4263333333333333,0.5283333333333333,0.12166666666666666,0.7666666666666666,9.133333333333333,4.866666666666667,24.299999999999997,4.066666666666666,0.6666666666666666,22.400000000000002,20.366666666666664,-0.4,0.5,0.10000000000000003,-0.021666666666666667,-5.3,0.3333333333333333,-4.966666666666667,-0.2,
Trevor Booker,Clemson,2010,1,23,3,23,PF,163,60,3211,14.866666666666667,0.5466666666666667,0.011000000000000001,0.333,11.0,17.8,14.299999999999999,5.8999999999999995,1.7666666666666666,2.3333333333333335,11.833333333333334,14.666666666666666,4.3,3.5999999999999996,7.9,0.11933333333333333,-0.9666666666666667,0.09999999999999999,-0.9,0.9,
Trevor Keels,Duke,2022,2,42,1,19,SG,3,0,8,3.7,0.375,1.0,0.0,0.0,27.6,13.7,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,-0.062,-7.4,-5.6,-13.0,0.0,
Trey Burke,Michigan,2013,1,9,3,21,PG,210,111,5916,13.066666666666668,0.47833333333333333,0.389,0.133,1.6333333333333335,8.566666666666666,5.1000000000000005,24.7,1.3,0.3666666666666667,11.1,23.666666666666668,2.7,2.8,5.4,0.04800000000000001,0.19999999999999998,-1.7,-1.5,0.39999999999999997,ROY-3
Trey Lyles,Kentucky,2015,1,12,3,20,PF,224,39,3931,13.133333333333333,0.524,0.385,0.20933333333333334,4.8,20.599999999999998,12.766666666666666,8.9,1.0999999999999999,1.5,11.033333333333333,20.233333333333334,2.4000000000000004,4.5,7.0,0.08133333333333333,-0.6000000000000001,-0.3,-0.9,1.1,
Trey Murphy III,Virginia,2021,1,17,3,21,SF,198,89,5002,14.666666666666666,0.6066666666666667,0.6696666666666666,0.22166666666666668,3.8000000000000003,12.966666666666667,8.366666666666667,7.6000000000000005,1.5333333333333332,1.3666666666666665,5.433333333333334,16.96666666666667,9.5,5.4,14.9,0.13599999999999998,1.3666666666666665,-0.3333333333333333,1.0333333333333334,4.4,
Trey Thompkins,Georgia,2011,2,37,1,21,C,24,0,119,12.0,0.445,0.213,0.115,4.0,20.2,12.0,4.5,1.4,2.1,8.6,27.2,-0.1,0.1,0.0,0.004,-3.2,-2.5,-5.7,-0.1,
Tristan Da Silva,Colorado,2024,1,18,2,23,SF,83,38,1818,13.7,0.5840000000000001,0.521,0.17149999999999999,4.800000000000001,11.6,8.1,8.8,1.75,0.75,9.4,17.45,0.9,2.1,3.1,0.11199999999999999,0.25,0.0,0.25,-0.09999999999999998,
Tristan Thompson,Texas,2011,1,4,3,20,PF,224,189,6582,14.766666666666667,0.5043333333333333,0.0033333333333333335,0.4143333333333333,13.0,20.133333333333336,16.433333333333334,4.8999999999999995,1.0,2.1999999999999997,11.866666666666667,18.333333333333332,6.9,5.199999999999999,12.0,0.08066666666666666,-1.0666666666666667,-1.8,-2.866666666666667,-1.0,
Tristen Newton,UConn,2024,2,49,1,23,SG,8,0,16,-6.1,0.178,0.375,0.125,14.1,13.6,13.9,15.4,3.1,0.0,19.2,28.2,-0.1,0.0,-0.1,-0.33,-16.7,-4.0,-20.7,-0.1,
Troy Brown Jr.,Oregon,2018,1,15,3,19,SF,155,32,3036,11.1,0.512,0.35633333333333334,0.19000000000000003,4.6000000000000005,17.866666666666667,11.1,12.066666666666668,1.5,0.6333333333333333,11.0,16.099999999999998,1.5,2.0999999999999996,3.5,0.04900000000000001,-1.9333333333333333,-0.6666666666666666,-2.6333333333333333,-0.1,
Ty Jerome,Virginia,2019,1,24,3,22,SG,112,5,1917,10.866666666666667,0.49933333333333335,0.5313333333333333,0.13433333333333333,2.0,10.633333333333335,6.266666666666667,21.066666666666666,1.7333333333333334,0.7000000000000001,12.033333333333333,19.166666666666668,0.6,1.2,1.8,0.036,-2.0,-0.30000000000000004,-2.2333333333333334,0.09999999999999998,
TyTy Washington Jr.,Kentucky,2022,1,29,3,21,PG,58,2,607,6.2,0.383,0.4223333333333333,0.082,2.1333333333333333,9.0,5.566666666666666,15.066666666666668,1.866666666666667,0.16666666666666666,7.566666666666666,17.8,-0.6,0.2,-0.4,-0.051,-5.8999999999999995,-1.5999999999999999,-7.5,-0.8,
Tyler Bey,Colorado,2020,2,36,1,22,SF,18,0,71,5.9,0.372,0.182,0.227,12.5,16.9,14.7,5.6,0.0,1.3,11.0,16.9,-0.1,0.0,0.0,-0.033,-5.5,-3.9,-9.5,-0.1,
Tyler Dorsey,Oregon,2017,2,41,3,21,SG,107,16,1680,22.233333333333334,0.6343333333333333,0.4736666666666667,0.132,6.833333333333333,13.766666666666666,10.266666666666667,8.299999999999999,0.6333333333333333,0.2333333333333333,5.6000000000000005,22.666666666666668,0.30000000000000004,0.8,1.1,0.14333333333333334,4.733333333333333,-0.9333333333333332,3.8000000000000003,-0.5,
Tyler Ennis,Syracuse,2014,1,18,3,20,PG,132,10,1653,9.633333333333333,0.48066666666666674,0.2816666666666667,0.11699999999999999,1.9333333333333333,8.4,5.2,23.633333333333336,2.066666666666667,0.4666666666666666,19.266666666666666,18.933333333333334,-0.6000000000000001,1.1,0.5,0.006999999999999999,-3.1999999999999997,-0.7000000000000001,-3.9333333333333336,-0.8,
Tyler Herro,Kentucky,2019,1,13,3,20,SG,175,33,5294,14.0,0.5513333333333333,0.42933333333333334,0.17333333333333334,1.5666666666666667,15.666666666666666,8.799999999999999,17.2,1.0666666666666667,0.7000000000000001,11.933333333333332,24.866666666666664,1.6,5.3,7.1,0.061,0.30000000000000004,-1.0333333333333334,-0.7333333333333334,1.9,6MOY-1
Tyler Honeycutt,UCLA,2011,2,35,2,21,SF,24,0,120,6.15,0.35950000000000004,0.1535,0.195,7.05,20.1,13.35,10.3,1.15,2.45,18.35,18.65,-0.2,0.1,-0.1,-0.1035,-5.2,-2.5,-7.699999999999999,-0.1,
Tyler Kolek,Marquette,2024,2,34,2,23,PG,49,0,356,7.65,0.455,0.569,0.1035,3.25,6.65,4.9,26.35,1.4,0.65,18.7,17.85,0.0,0.3,0.30000000000000004,0.008,-4.15,-1.05,-5.1,-0.2,
Tyler Lydon,Syracuse,2017,1,24,2,21,PF,26,0,96,4.65,0.595,0.556,0.167,4.0,6.35,5.2,4.1,0.5,0.0,17.2,5.3,0.1,0.1,0.2,0.036,-3.3499999999999996,-1.5,-4.800000000000001,-0.1,
Tyler Ulis,Kentucky,2016,2,34,3,21,PG,133,58,2782,7.7,0.46950000000000003,0.223,0.1725,1.1333333333333333,4.766666666666667,2.9,19.5,1.3333333333333333,0.2333333333333333,15.850000000000001,12.933333333333332,-0.39999999999999997,0.9,0.49999999999999994,0.0026666666666666674,-3.8666666666666667,-1.8333333333333333,-5.733333333333334,-1.1,
