,,,,,Round 1,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,,
Rk,Sn,Rd,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,
1,2025,1,1,DAL,Cooper Flagg,Duke,1,10,325,139,66,30,0.403,0.27,0.962,32.5,13.9,6.6,3,0.1,0.02,-3.9,-0.2,
2,2025,1,2,SAS,Dylan Harper,Rutgers University,1,6,140,84,24,23,0.5,0.357,0.833,23.3,14,4,3.8,0.4,0.145,-0.4,0.1,
3,2025,1,3,PHI,VJ Edgecombe,Baylor,1,9,344,152,52,42,0.433,0.36,0.783,38.2,16.9,5.8,4.7,0.6,0.08,-1.8,0,
4,2025,1,4,CHO,Kon Knueppel,Duke,1,9,284,148,54,21,0.443,0.405,0.889,31.6,16.4,6,2.3,0.3,0.057,-2.1,0,
5,2025,1,5,UTA,Ace Bailey,Rutgers University,1,9,166,53,30,14,0.339,0.211,0.9,18.4,5.9,3.3,1.6,-0.2,-0.056,-8.6,-0.3,
6,2025,1,6,WAS,Tre Johnson,Texas,1,10,259,121,37,13,0.425,0.37,0.917,25.9,12.1,3.7,1.3,-0.2,-0.039,-5.9,-0.3,
7,2025,1,7,NOP,Jeremiah Fears,Oklahoma,1,9,233,124,26,29,0.442,0.273,0.789,25.9,13.8,2.9,3.2,-0.1,-0.019,-4.5,-0.1,
8,2025,1,8,BRK,Egor Demin,BYU,1,8,155,45,24,25,0.341,0.333,0.75,19.4,5.6,3,3.1,-0.1,-0.017,-3.3,0,
9,2025,1,9,TOR,Collin Murray-Boyles,South Carolina,1,8,168,70,31,10,0.474,0.471,0.615,21,8.8,3.9,1.3,0.2,0.07,-2,0,
10,2025,1,10,HOU,Khaman Maluach,Duke,1,5,24,11,2,1,0.5,0,0.875,4.8,2.2,0.4,0.2,0.1,0.125,-5.1,0,
11,2025,1,11,POR,Cedric Coward,Washington State,1,10,265,150,58,28,0.554,0.436,0.912,26.5,15,5.8,2.8,1.1,0.2,4.5,0.4,
12,2025,1,12,CHI,Noa Essengue,,,,,,,,,,,,,,,,,,,
13,2025,1,13,ATL,Derik Queen,Maryland,1,9,173,80,49,18,0.444,0.143,0.767,19.2,8.9,5.4,2,0.1,0.032,-3,0,
14,2025,1,14,SAS,Carter Bryant,Arizona,1,6,44,15,5,0,0.333,0.333,1,7.3,2.5,0.8,0,0,-0.029,-8.4,-0.1,
15,2025,1,15,OKC,Thomas Sorber,Georgetown,,,,,,,,,,,,,,,,,,
16,2025,1,16,MEM,Yang Hansen,,1,5,29,9,4,0,0.222,0,0.833,5.8,1.8,0.8,0,-0.1,-0.11,-14.2,-0.1,
17,2025,1,17,MIN,Joan Beringer,,1,6,23,10,8,0,0.833,,0,3.8,1.7,1.3,0,0,0.062,-5.1,0,
18,2025,1,18,WAS,Walter Clayton,Florida,1,9,148,54,23,30,0.442,0.333,1,16.4,6,2.6,3.3,0.2,0.07,-2.3,0,
19,2025,1,19,BRK,Nolan Traoré,,1,3,33,7,1,4,0.222,0.333,0.5,11,2.3,0.3,1.3,-0.1,-0.112,-11.6,-0.1,
20,2025,1,20,MIA,Kasparas Jakucionis,Illinois,,,,,,,,,,,,,,,,,,
21,2025,1,21,UTA,Will Riley,Illinois,1,8,61,18,13,7,0.412,0.25,0.5,7.6,2.3,1.6,0.9,0,-0.002,-4.8,0,
22,2025,1,22,ATL,Drake Powell,UNC,1,3,39,10,6,3,0.556,0,,13,3.3,2,1,-0.1,-0.08,-9.2,-0.1,
23,2025,1,23,IND,Asa Newell,Georgia,1,5,58,34,15,1,0.52,0.5,0.667,11.6,6.8,3,0.2,0.2,0.154,0.7,0,
24,2025,1,24,OKC,Nique Clifford,Colorado State,1,5,108,22,18,10,0.36,0.273,0.5,21.6,4.4,3.6,2,0,0.017,-4,-0.1,
25,2025,1,25,ORL,Jase Richardson,Michigan State,1,6,28,3,1,5,0.2,0,0.5,4.7,0.5,0.2,0.8,-0.1,-0.149,-10.5,-0.1,
26,2025,1,26,BRK,Ben Saraf,,1,6,94,21,12,16,0.231,0.231,0.75,15.7,3.5,2,2.7,-0.3,-0.139,-10.9,-0.2,
27,2025,1,27,BRK,Danny Wolf,Michigan,1,1,4,0,1,2,0,,,4,0,1,2,0,-0.046,5,0,
28,2025,1,28,BOS,Hugo González,,1,8,110,25,18,6,0.423,0.375,0,13.8,3.1,2.3,0.8,0.1,0.059,-4.4,-0.1,
29,2025,1,29,PHO,Liam McNeeley,UConn,1,7,83,25,13,9,0.333,0.333,0.818,11.9,3.6,1.9,1.3,0.1,0.061,-3.5,0,
30,2025,1,30,LAC,Yanic Konan Niederhauser,Penn State,1,5,22,19,6,2,0.875,,0.625,4.4,3.8,1.2,0.4,0.2,0.335,8.7,0.1,
31,2025,2,31,MIN,Rasheer Fleming,Saint Joseph's,1,5,20,5,5,2,0.222,0.2,,4,1,1,0.4,0,-0.021,-10.9,0,
32,2025,2,32,BOS,Noah Penda,,1,5,45,17,10,5,0.545,1,0.75,9,3.4,2,1,0.2,0.181,1,0,
33,2025,2,33,CHO,Sion James,Duke,1,9,227,80,27,13,0.6,0.6,0.917,25.2,8.9,3,1.4,0.5,0.112,-0.5,0.1,
34,2025,2,34,CHO,Ryan Kalkbrenner,Creighton,1,9,246,83,62,5,0.813,0,0.714,27.3,9.2,6.9,0.6,0.7,0.136,0.6,0.2,
35,2025,2,35,PHI,Johni Broome,Auburn,1,2,6,4,2,1,0.4,0,,3,2,1,0.5,0,0.075,-5.1,0,
36,2025,2,36,BRK,Adou Thiero,Arkansas,,,,,,,,,,,,,,,,,,
37,2025,2,37,DET,Chaz Lanier,Tennessee,1,6,35,11,2,2,0.308,0.273,,5.8,1.8,0.3,0.3,0,-0.001,-3.7,0,
38,2025,2,38,SAS,Kam Jones,Marquette,,,,,,,,,,,,,,,,,,
39,2025,2,39,TOR,Alijah Martin,Florida,,,,,,,,,,,,,,,,,,
40,2025,2,40,WAS,Micah Peavy,Georgetown,1,5,54,8,12,3,0.214,0.2,0.5,10.8,1.6,2.4,0.6,-0.1,-0.078,-9.9,-0.1,
41,2025,2,41,GSW,Koby Brea,Kentucky,1,1,4,4,0,1,0.5,0,1,4,4,0,1,0,0.457,4.1,0,
42,2025,2,42,SAC,Maxime Raynaud,Stanford,1,4,54,14,18,3,0.267,0,1,13.5,3.5,4.5,0.8,0,-0.016,-6.5,-0.1,
43,2025,2,43,UTA,Jamir Watkins,Florida State,1,3,21,6,6,0,0.75,0,,7,2,2,0,0,0.04,-9,0,
44,2025,2,44,OKC,Brooks Barnhizer,Northwestern,1,8,53,8,11,1,0.5,,,6.6,1,1.4,0.1,0.1,0.079,-5.5,0,
45,2025,2,45,CHI,Rocco Zikarsky,,,,,,,,,,,,,,,,,,,
46,2025,2,46,ORL,Amari Williams,Kentucky,1,2,7,2,2,1,0.5,,,3.5,1,1,0.5,0,0.249,6.4,0,
47,2025,2,47,MIL,Bogoljub Markovic,,,,,,,,,,,,,,,,,,,
48,2025,2,48,MEM,Javon Small,West Virginia,1,8,99,34,8,22,0.357,0.316,0.8,12.4,4.3,1,2.8,0,0.018,-4.8,-0.1,
49,2025,2,49,CLE,Tyrese Proctor,Duke,1,9,104,41,10,11,0.378,0.346,0.8,11.6,4.6,1.1,1.2,0.1,0.037,-5.4,-0.1,
50,2025,2,50,NYK,Kobe Sanders,Nevada,1,2,9,2,1,1,0.25,0,,4.5,1,0.5,0.5,0,-0.202,-10.4,0,
51,2025,2,51,LAC,Mohamed Diawara,,1,4,8,2,1,1,0.5,,0,2,0.5,0.3,0.3,0,-0.229,-18.3,0,
52,2025,2,52,PHO,Alex Toohey,,,,,,,,,,,,,,,,,,,
53,2025,2,53,UTA,John Tonje,Wisconsin,,,,,,,,,,,,,,,,,,
54,2025,2,54,IND,Taelon Peter,Liberty,1,6,58,12,6,6,0.273,0.3,1,9.7,2,1,1,0,0.001,-5.1,0,
55,2025,2,55,LAL,Lachlan Olbrich,,,,,,,,,,,,,,,,,,,
56,2025,2,56,MEM,Will Richard,Florida,1,8,136,76,20,13,0.614,0.44,0.786,17,9.5,2.5,1.6,0.6,0.229,4.9,0.2,
57,2025,2,57,ORL,Max Shulga,VCU,,,,,,,,,,,,,,,,,,
58,2025,2,58,CLE,Saliou Niang,,,,,,,,,,,,,,,,,,,
59,2025,2,59,HOU,Jahmai Mashack,Tennessee,,,,,,,,,,,,,,,,,,
60,2025,2,60,NYK,,,,,,,,,,,,,,,,,,,,
61,2024,1,1,ATL,Zaccharie Risacher,,2,83,2041,1045,286,103,0.456,0.352,0.728,24.6,12.6,3.4,1.2,2.1,0.049,-3.4,-0.7,
62,2024,1,2,WAS,Alex Sarr,,2,77,2098,1058,512,201,0.414,0.311,0.692,27.2,13.7,6.6,2.6,0.2,0.006,-2.3,-0.2,
63,2024,1,3,HOU,Reed Sheppard,Kentucky,2,60,821,314,97,102,0.372,0.364,0.773,13.7,5.2,1.6,1.7,1.3,0.075,-0.8,0.2,
64,2024,1,4,SAS,Stephon Castle,UConn,2,90,2463,1354,349,399,0.434,0.281,0.72,27.4,15,3.9,4.4,1.9,0.036,-2.8,-0.5,
65,2024,1,5,DET,Ron Holland,,2,90,1465,610,252,101,0.472,0.256,0.768,16.3,6.8,2.8,1.1,2.2,0.072,-2.6,-0.2,
66,2024,1,6,CHO,Tidjane Salaün,,2,67,1327,375,305,79,0.332,0.286,0.71,19.8,5.6,4.6,1.2,0.1,0.005,-5.1,-1,
67,2024,1,7,POR,Donovan Clingan,UConn,2,76,1541,515,606,90,0.533,0.27,0.629,20.3,6.8,8,1.2,4.9,0.152,0,0.8,
68,2024,1,8,SAS,Rob Dillingham,Kentucky,2,56,604,256,56,115,0.44,0.321,0.545,10.8,4.6,1,2.1,0,0.001,-5,-0.5,
69,2024,1,9,MEM,Zach Edey,Purdue,1,66,1416,610,548,65,0.58,0.346,0.709,21.5,9.2,8.3,1,4.9,0.165,-0.1,0.7,
70,2024,1,10,UTA,Cody Williams,Colorado,2,55,1108,247,118,61,0.332,0.262,0.714,20.1,4.5,2.1,1.1,-1.2,-0.051,-7.3,-1.5,
71,2024,1,11,CHI,Matas Buzelis,,2,89,1768,816,322,90,0.456,0.364,0.822,19.9,9.2,3.6,1,2.1,0.057,-2.7,-0.3,
72,2024,1,12,OKC,Nikola Topić,,,,,,,,,,,,,,,,,,,
73,2024,1,13,SAC,Devin Carter,Providence,2,42,433,144,81,45,0.356,0.273,0.625,10.3,3.4,1.9,1.1,0.3,0.036,-3.1,-0.1,
74,2024,1,14,POR,Bub Carrington,Pitt,2,92,2733,867,381,411,0.392,0.343,0.806,29.7,9.4,4.1,4.5,-0.3,-0.005,-5.1,-2.1,
75,2024,1,15,MIA,Kel'el Ware,Indiana,2,74,1637,692,550,66,0.544,0.324,0.69,22.1,9.4,7.4,0.9,4.7,0.138,-0.2,0.7,
76,2024,1,16,PHI,Jared McCain,Duke,2,24,607,352,57,62,0.453,0.378,0.875,25.3,14.7,2.4,2.6,0.6,0.051,-0.2,0.3,
77,2024,1,17,LAL,Dalton Knecht,Tennessee,2,87,1665,772,233,72,0.459,0.365,0.769,19.1,8.9,2.7,0.8,2.7,0.078,-2.2,-0.1,
78,2024,1,18,ORL,Tristan Da Silva,Colorado,2,83,1818,639,271,122,0.423,0.35,0.873,21.9,7.7,3.3,1.5,3.1,0.081,-2,0,
79,2024,1,19,TOR,Ja'Kobe Walter,Baylor,2,59,1180,468,169,85,0.397,0.343,0.807,20,7.9,2.9,1.4,1.1,0.047,-3.3,-0.4,
80,2024,1,20,CLE,Jaylon Tyson,California,2,57,706,280,131,63,0.459,0.404,0.8,12.4,4.9,2.3,1.1,1.5,0.103,-1.3,0.1,
81,2024,1,21,NOP,Yves Missi,Baylor,2,78,2072,704,634,106,0.553,0,0.618,26.6,9,8.1,1.4,3.8,0.088,-3,-0.5,
82,2024,1,22,PHO,DaRon Holmes,Dayton,1,2,4,3,0,0,1,1,,2,1.5,0,0,0,0.212,11.3,0,
83,2024,1,23,MIL,AJ Johnson,,2,36,674,227,63,80,0.377,0.261,0.854,18.7,6.3,1.8,2.2,-0.5,-0.037,-8.3,-1.1,
84,2024,1,24,NYK,Kyshawn George,Miami (FL),2,77,2077,734,341,204,0.394,0.341,0.733,27,9.5,4.4,2.6,0.3,0.006,-3.7,-0.9,
85,2024,1,25,NYK,Pacome Dadiet,,2,21,118,30,20,6,0.323,0.316,0.667,5.6,1.4,1,0.3,0,0.008,-6.4,-0.1,
86,2024,1,26,WAS,Dillon Jones,Weber State,1,54,552,135,121,58,0.383,0.254,0.607,10.2,2.5,2.2,1.1,0.8,0.067,-4,-0.3,
87,2024,1,27,MIN,Terrence Shannon Jr.,Illinois,2,39,454,165,64,40,0.451,0.357,0.786,11.6,4.2,1.6,1,0.6,0.063,-3.2,-0.2,
88,2024,1,28,DEN,Ryan Dunn,Virginia,2,84,1654,607,323,74,0.439,0.31,0.542,19.7,7.2,3.8,0.9,1.6,0.047,-3.5,-0.6,
89,2024,1,29,UTA,Isaiah Collier,USC,2,72,1865,625,235,449,0.423,0.25,0.679,25.9,8.7,3.3,6.2,-0.9,-0.022,-5.4,-1.6,
90,2024,1,30,BOS,Baylor Scheierman,Creighton,2,39,454,133,83,35,0.377,0.337,0.769,11.6,3.4,2.1,0.9,1,0.102,-1.3,0.1,
91,2024,2,31,TOR,Jonathan Mogbo,San Francisco,2,69,1319,395,320,150,0.439,0.243,0.732,19.1,5.7,4.6,2.2,2,0.072,-1.8,0.1,
92,2024,2,32,UTA,Kyle Filipowski,Duke,2,81,1695,752,485,160,0.489,0.346,0.648,20.9,9.3,6,2,2.6,0.072,-1.4,0.3,
93,2024,2,33,MIL,Tyler Smith,,1,23,122,67,25,4,0.48,0.433,0.75,5.3,2.9,1.1,0.2,0.2,0.083,-0.9,0,
94,2024,2,34,POR,Tyler Kolek,Marquette,2,49,356,102,32,80,0.343,0.283,0.765,7.3,2.1,0.7,1.6,0.3,0.041,-3.6,-0.1,
95,2024,2,35,SAS,Johnny Furphy,Kansas,2,53,416,111,77,19,0.388,0.321,0.818,7.8,2.1,1.5,0.4,0.6,0.064,-2.7,-0.1,
96,2024,2,36,IND,Juan Nunez,,,,,,,,,,,,,,,,,,,
97,2024,2,37,MIN,Bobi Klintman,,2,10,64,21,15,8,0.5,0.25,0.2,6.4,2.1,1.5,0.8,0.2,0.13,-1.9,0,
98,2024,2,38,NYK,Ajay Mitchell,UC Santa Barbara,2,46,873,402,106,105,0.478,0.361,0.893,19,8.7,2.3,2.3,2.5,0.139,-0.6,0.3,
99,2024,2,39,MEM,Jaylen Wells,Washington State,2,89,2296,913,308,150,0.414,0.339,0.8,25.8,10.3,3.5,1.7,3.4,0.071,-2.7,-0.4,
100,2024,2,40,POR,Oso Ighodaro,Marquette,2,71,1203,293,252,84,0.58,0,0.569,16.9,4.1,3.5,1.2,1.5,0.06,-3.5,-0.4,
101,2024,2,41,PHI,Adem Bona,UCLA,2,67,1046,357,273,30,0.683,0,0.652,15.6,5.3,4.1,0.4,2.4,0.109,-2.9,-0.2,
102,2024,2,42,CHO,KJ Simpson,Colorado,2,39,885,297,117,119,0.346,0.259,0.815,22.7,7.6,3,3.1,-0.5,-0.024,-5.4,-0.8,
103,2024,2,43,MIA,Nikola Djurisic,,,,,,,,,,,,,,,,,,,
104,2024,2,44,HOU,Pelle Larsson,Arizona,2,65,983,347,116,90,0.47,0.339,0.704,15.1,5.3,1.8,1.4,2.1,0.102,-2.3,-0.1,
105,2024,2,45,SAC,Jamal Shead,Houston,2,85,1641,597,134,366,0.406,0.336,0.783,19.3,7,1.6,4.3,1.4,0.04,-3.6,-0.7,
106,2024,2,46,LAC,Cam Christie,Minnesota,2,19,127,57,23,10,0.404,0.32,0.647,6.7,3,1.2,0.5,0.2,0.091,0.6,0.1,
107,2024,2,47,ORL,Antonio Reeves,Kentucky,1,44,660,305,63,39,0.456,0.395,0.8,15,6.9,1.4,0.9,0.4,0.029,-3.2,-0.2,
108,2024,2,48,SAS,Harrison Ingram,UNC,2,8,46,9,12,3,0.571,0.5,,5.8,1.1,1.5,0.4,0.1,0.139,0,0,
109,2024,2,49,IND,Tristen Newton,UConn,1,8,16,3,4,2,0.125,0,1,2,0.4,0.5,0.3,-0.1,-0.33,-20.7,-0.1,
110,2024,2,50,IND,Enrique Freeman,University of Akron,1,22,181,46,30,9,0.432,0.1,0.684,8.2,2.1,1.4,0.4,0.2,0.046,-6.3,-0.2,
111,2024,2,51,NYK,Melvin Ajinça,,,,,,,,,,,,,,,,,,,
112,2024,2,52,GSW,Quinten Post,Boston College,2,52,838,396,186,65,0.455,0.407,0.778,16.1,7.6,3.6,1.3,2,0.112,0.2,0.5,
113,2024,2,53,DET,Cam Spencer,UConn,2,35,426,200,52,65,0.428,0.42,0.944,12.2,5.7,1.5,1.9,1.4,0.155,1.8,0.4,
114,2024,2,54,BOS,Anton Watson,Gonzaga,1,9,22,8,3,2,0.444,0,,2.4,0.9,0.3,0.2,0,-0.07,-10.1,0,
115,2024,2,55,LAL,Bronny James,USC,2,34,270,80,25,35,0.322,0.289,0.813,7.9,2.4,0.7,1,-0.1,-0.023,-6.2,-0.3,
116,2024,2,56,PHO,Kevin McCullar Jr.,Kansas,1,4,29,6,8,2,0.286,0,1,7.3,1.5,2,0.5,0,0.06,-7.2,0,
117,2024,2,57,MEM,Ulrich Chomche,,1,7,32,5,8,2,0.4,,0.5,4.6,0.7,1.1,0.3,0,0.001,-7.4,0,
118,2024,2,58,DAL,Ariel Hukporti,,2,30,263,54,66,16,0.632,,0.462,8.8,1.8,2.2,0.5,0.2,0.032,-5,-0.2,
119,2024,2,59,PHI,,,,,,,,,,,,,,,,,,,,
120,2024,2,60,PHO,,,,,,,,,,,,,,,,,,,,
121,2023,1,1,SAS,Victor Wembanyama,,3,126,3939,2857,1377,471,0.471,0.335,0.81,31.3,22.7,10.9,3.7,8.7,0.106,5.6,7.5,
122,2023,1,2,CHO,Brandon Miller,Alabama,3,103,3347,1876,446,281,0.428,0.364,0.832,32.5,18.2,4.3,2.7,1.2,0.017,-1.9,0.1,
123,2023,1,3,POR,Scoot Henderson,,2,128,3524,1705,392,671,0.401,0.34,0.793,27.5,13.3,3.1,5.2,0.1,0.002,-4,-1.8,
124,2023,1,4,HOU,Amen Thompson,,3,139,3896,1706,1025,471,0.542,0.224,0.686,28,12.3,7.4,3.4,13,0.16,2.9,4.8,
125,2023,1,5,DET,Ausar Thompson,,3,131,3168,1275,766,284,0.507,0.201,0.606,24.2,9.7,5.8,2.2,6.3,0.095,-0.3,1.4,
126,2023,1,6,ORL,Anthony Black,Arkansas,3,156,3293,1158,398,354,0.439,0.341,0.716,21.1,7.4,2.6,2.3,4.3,0.063,-2.3,-0.2,
127,2023,1,7,IND,Bilal Coulibaly,,3,126,3758,1301,569,322,0.425,0.31,0.726,29.8,10.3,4.5,2.6,0.7,0.009,-3.9,-1.8,
128,2023,1,8,WAS,Jarace Walker,Houston,3,117,1796,680,347,187,0.436,0.386,0.695,15.4,5.8,3,1.6,2,0.053,-1.1,0.4,
129,2023,1,9,UTA,Taylor Hendricks,Central Florida,3,52,1079,346,238,38,0.426,0.355,0.78,20.8,6.7,4.6,0.7,1.3,0.059,-2.2,-0.1,
130,2023,1,10,DAL,Cason Wallace,Kentucky,3,159,3836,1215,450,321,0.48,0.392,0.805,24.1,7.6,2.8,2,10.2,0.127,0.7,2.6,
131,2023,1,11,ORL,Jett Howard,Michigan,3,84,798,305,79,53,0.368,0.295,0.667,9.5,3.6,0.9,0.6,0.2,0.01,-4.9,-0.6,
132,2023,1,12,OKC,Dereck Lively II,Duke,3,94,2178,813,663,154,0.73,0,0.563,23.2,8.6,7.1,1.6,8.6,0.189,1.6,2,
133,2023,1,13,TOR,Gradey Dick,Kansas,3,124,3010,1365,346,168,0.415,0.358,0.853,24.3,11,2.8,1.4,2,0.031,-4.1,-1.6,
134,2023,1,14,NOP,Jordan Hawkins,UConn,3,131,2600,1161,319,141,0.373,0.344,0.83,19.8,8.9,2.4,1.1,0.5,0.01,-4.5,-1.7,
135,2023,1,15,ATL,Kobe Bufkin,Michigan,2,27,320,134,54,44,0.374,0.22,0.654,11.9,5,2,1.6,-0.1,-0.012,-4.3,-0.2,
136,2023,1,16,UTA,Keyonte George,Baylor,3,151,4435,2298,496,774,0.394,0.336,0.841,29.4,15.2,3.3,5.1,1.5,0.016,-3.2,-1.4,
137,2023,1,17,LAL,Jalen Hood-Schifino,Indiana,2,36,424,140,40,45,0.329,0.262,0.732,11.8,3.9,1.1,1.3,-0.6,-0.068,-9.3,-0.8,
138,2023,1,18,MIA,Jaime Jaquez Jr.,UCLA,3,151,3776,1630,645,411,0.487,0.313,0.784,25,10.8,4.3,2.7,7.4,0.094,-1.2,0.8,
139,2023,1,19,GSW,Brandin Podziemski,Santa Clara,3,148,3973,1549,798,528,0.45,0.376,0.703,26.8,10.5,5.4,3.6,8.8,0.106,0.2,2.2,
140,2023,1,20,HOU,Cam Whitmore,Villanova,3,108,1860,1135,354,87,0.448,0.357,0.705,17.2,10.5,3.3,0.8,3.1,0.081,-0.3,0.8,
141,2023,1,21,BRK,Noah Clowney,Alabama,3,78,1624,630,296,72,0.388,0.331,0.802,20.8,8.1,3.8,0.9,1.2,0.035,-3.6,-0.6,
142,2023,1,22,BRK,Dariq Whitehead,Duke,2,22,270,117,33,15,0.396,0.429,0.571,12.3,5.3,1.5,0.7,0,0.007,-4.1,-0.1,
143,2023,1,23,POR,Kris Murray,Iowa,3,139,2566,707,427,156,0.41,0.25,0.564,18.5,5.1,3.1,1.1,1.6,0.029,-3.3,-0.9,
144,2023,1,24,SAC,Olivier-Maxence Prosper,Marquette,3,99,969,350,219,63,0.405,0.253,0.69,9.8,3.5,2.2,0.6,1.6,0.081,-2.3,-0.1,
145,2023,1,25,MEM,Marcus Sasser,Houston,2,128,2162,961,194,369,0.441,0.378,0.863,16.9,7.5,1.5,2.9,2.8,0.062,-1.9,0.1,
146,2023,1,26,IND,Ben Sheppard,Belmont,3,129,2283,653,310,157,0.4,0.32,0.864,17.7,5.1,2.4,1.2,3,0.063,-2.9,-0.5,
147,2023,1,27,CHO,Nick Smith Jr.,Arkansas,3,116,2185,932,206,216,0.392,0.372,0.906,18.8,8,1.8,1.9,-1.2,-0.026,-5.8,-2.1,
148,2023,1,28,UTA,Brice Sensabaugh,Ohio State,3,111,2123,1071,328,173,0.438,0.385,0.897,19.1,9.6,3,1.6,1.1,0.024,-2.5,-0.3,
149,2023,1,29,IND,Julian Strawther,Gonzaga,3,121,1980,844,214,134,0.412,0.328,0.784,16.4,7,1.8,1.1,1.5,0.037,-5,-1.5,
150,2023,1,30,LAC,Kobe Brown,Missouri,3,89,703,170,138,55,0.423,0.256,0.727,7.9,1.9,1.6,0.6,0.9,0.063,-3.2,-0.2,
151,2023,2,31,DET,James Nnaji,,,,,,,,,,,,,,,,,,,
152,2023,2,32,IND,Jalen Pickett,Penn State,3,81,827,254,90,134,0.429,0.382,0.769,10.2,3.1,1.1,1.7,1.3,0.076,-1.9,0,
153,2023,2,33,SAS,Leonard Miller,,3,35,106,61,37,8,0.571,0.182,0.846,3,1.7,1.1,0.2,0.5,0.205,2.1,0.1,
154,2023,2,34,CHO,Colby Jones,Xavier,3,70,714,223,131,66,0.433,0.247,0.63,10.2,3.2,1.9,0.9,0.6,0.041,-3.4,-0.3,
155,2023,2,35,BOS,Julian Phillips,Tennessee,3,127,1493,464,210,53,0.434,0.32,0.768,11.8,3.7,1.7,0.4,2.1,0.067,-3.6,-0.6,
156,2023,2,36,ORL,Andre Jackson Jr.,UConn,3,127,1565,355,296,135,0.483,0.385,0.571,12.3,2.8,2.3,1.1,2.2,0.067,-3.4,-0.5,
157,2023,2,37,OKC,Hunter Tyson,Clemson,3,73,462,154,96,22,0.366,0.297,0.75,6.3,2.1,1.3,0.3,0.3,0.036,-5.7,-0.4,
158,2023,2,38,SAC,Jordan Walsh,Arkansas,3,67,553,116,106,26,0.383,0.278,0.571,8.3,1.7,1.6,0.4,0.7,0.059,-3.8,-0.3,
159,2023,2,39,CHO,Mouhamed Gueye,Washington State,3,49,783,296,205,46,0.44,0.291,0.724,16,6,4.2,0.9,1.8,0.112,-0.4,0.3,
160,2023,2,40,DEN,Maxwell Lewis,Pepperdine,2,62,430,127,59,25,0.38,0.339,0.692,6.9,2,1,0.4,-0.2,-0.024,-6.6,-0.5,
161,2023,2,41,CHO,Amari Bailey,UCLA,1,10,65,23,9,7,0.333,0.125,0.857,6.5,2.3,0.9,0.7,-0.1,-0.044,-8.3,-0.1,
162,2023,2,42,WAS,Tristan Vukcevic,,3,53,711,439,172,56,0.48,0.345,0.758,13.4,8.3,3.2,1.1,0.8,0.057,-1.4,0.1,
163,2023,2,43,POR,Rayan Rupert,,3,95,1118,315,167,89,0.37,0.321,0.764,11.8,3.3,1.8,0.9,0,-0.001,-5.8,-1.1,
164,2023,2,44,SAS,Sidy Cissoko,,3,38,295,85,50,27,0.457,0.148,0.63,7.8,2.2,1.3,0.7,0.3,0.049,-3.7,-0.1,
165,2023,2,45,MEM,GG Jackson II,South Carolina,3,81,1712,913,290,88,0.412,0.348,0.744,21.1,11.3,3.6,1.1,1.3,0.036,-3,-0.4,
166,2023,2,46,ATL,Seth Lundy,Penn State,1,9,52,14,7,0,0.235,0.231,0.75,5.8,1.6,0.8,0,-0.1,-0.092,-12.7,-0.1,
167,2023,2,47,LAL,Mojave King,,,,,,,,,,,,,,,,,,,
168,2023,2,48,LAC,Jordan Miller,Miami (FL),2,45,448,165,63,34,0.441,0.225,0.811,10,3.7,1.4,0.8,0.5,0.053,-2.8,-0.1,
169,2023,2,49,CLE,Emoni Bates,Eastern Michigan,2,25,208,78,21,18,0.322,0.333,0.25,8.3,3.1,0.8,0.7,-0.2,-0.045,-6.4,-0.2,
170,2023,2,50,OKC,Keyontae Johnson,Kansas State,1,9,66,11,10,4,0.313,0.333,,7.3,1.2,1.1,0.4,-0.1,-0.068,-9.8,-0.1,
171,2023,2,51,BRK,Jalen Wilson,Kansas,3,130,2830,1019,408,197,0.406,0.342,0.817,21.8,7.8,3.1,1.5,3,0.052,-3.7,-1.2,
172,2023,2,52,PHO,Toumani Camara,Dayton,3,157,4590,1521,840,289,0.451,0.358,0.734,29.2,9.7,5.4,1.8,7.5,0.079,-1.4,0.7,
173,2023,2,53,MIN,Jaylen Clark,UCLA,2,47,639,197,70,34,0.463,0.41,0.723,13.6,4.2,1.5,0.7,1.8,0.138,-0.6,0.2,
174,2023,2,54,SAC,Jalen Slawson,Furman University,1,12,37,8,7,2,0.667,0,,3.1,0.7,0.6,0.2,0,0.058,-6.4,0,
175,2023,2,55,IND,Isaiah Wong,Miami (FL),2,21,269,122,32,28,0.389,0.382,0.735,12.8,5.8,1.5,1.3,0,0.006,-4.2,-0.1,
176,2023,2,56,MEM,Tarik Biberovic,,,,,,,,,,,,,,,,,,,
177,2023,2,57,WAS,Trayce Jackson-Davis,Indiana,3,136,2166,973,666,195,0.637,0,0.579,15.9,7.2,4.9,1.4,8.4,0.187,2,2.2,
178,2023,2,58,MIL,Chris Livingston,Kentucky,2,42,196,56,56,10,0.408,0.077,0.75,4.7,1.3,1.3,0.2,0.1,0.031,-7,-0.2,
179,2023,2,,,,,,,,,,,,,,,,,,,,,,
180,2023,2,,,,,,,,,,,,,,,,,,,,,,
181,2022,1,1,ORL,Paolo Banchero,Duke,4,207,7123,4632,1481,959,0.445,0.318,0.731,34.4,22.4,7.2,4.6,12,0.081,0.9,5.2,
