Player,DraftStatus,DraftYear,DraftRound,DraftPick,Rk,Season,SeasonNum,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
Derrick Jones Jr.,Undrafted,,,,1331,2023,8,26,DAL,SF,76,66,1783,11.7,0.592,0.483,0.275,5.0,10.3,7.7,5.5,1.4,2.5,10.5,14.9,1.5,1.6,3.1,0.083,-1.3,-0.3,-1.5,0.2,
Derrick Jones Jr.,Undrafted,,,,766,2024,9,27,LAC,SF,77,55,1873,13.5,0.609,0.372,0.2,5.7,10.1,8.0,4.6,2.1,1.7,9.3,16.5,2.1,2.6,4.7,0.12,-1.0,0.7,-0.3,0.8,
Derrick Jones Jr.,Undrafted,,,,139,2025,10,28,LAC,SF,9,9,220,15.4,0.722,0.59,0.23,3.9,6.6,5.3,5.5,1.1,3.8,6.9,14.5,0.5,0.0,0.5,0.119,1.2,-1.2,0.0,0.1,
Derrick Rose,Undrafted,,,,8118,2010,1,22,CHI,PG,81,81,3026,23.5,0.55,0.241,0.348,3.2,9.4,6.4,38.7,1.5,1.3,13.1,32.2,8.3,4.8,13.1,0.208,6.3,0.5,6.8,6.7,"MVP-1,AS,NBA1"
Derrick Rose,Undrafted,,,,7656,2011,2,23,CHI,PG,39,39,1375,23.0,0.532,0.249,0.344,2.1,8.4,5.3,40.3,1.4,1.4,12.9,30.5,4.1,2.0,6.0,0.211,6.1,0.3,6.4,2.9,"MVP-11,AS"
Derrick Rose,Undrafted,,,,6710,2013,3,25,CHI,PG,10,10,311,9.7,0.446,0.287,0.195,3.3,8.3,5.9,26.2,0.9,0.2,16.0,31.5,-0.6,0.4,-0.2,-0.036,-1.2,-1.9,-3.1,-0.1,
Derrick Rose,Undrafted,,,,6233,2014,4,26,CHI,PG,51,51,1530,15.9,0.493,0.325,0.224,2.6,8.7,5.7,30.7,1.2,0.8,14.9,31.7,0.0,1.2,1.2,0.038,1.6,-2.2,-0.6,0.6,
Derrick Rose,Undrafted,,,,5744,2015,5,27,CHI,PG,66,66,2097,13.4,0.479,0.143,0.171,2.4,8.8,5.6,25.5,1.1,0.5,13.4,27.3,-0.8,1.2,0.4,0.009,-0.6,-1.9,-2.5,-0.3,
Derrick Rose,Undrafted,,,,5263,2016,6,28,NYK,PG,64,64,2082,17.0,0.53,0.061,0.259,3.4,9.3,6.4,22.8,1.1,0.7,11.9,25.7,2.4,0.6,3.0,0.068,1.0,-2.0,-1.0,0.5,
Derrick Rose,Undrafted,,,,4773,2017,7,29,2TM,PG,25,7,420,11.5,0.507,0.161,0.247,3.5,5.8,4.7,13.6,0.8,0.8,14.5,25.4,-0.2,0.1,-0.2,-0.018,-2.1,-3.3,-5.4,-0.4,
Derrick Rose,Undrafted,,,,4239,2018,8,30,MIN,PG,51,13,1392,19.5,0.557,0.194,0.212,2.5,8.3,5.4,26.4,1.1,0.7,9.1,27.3,2.6,0.3,3.0,0.102,3.2,-1.7,1.4,1.2,6MOY-6
Derrick Rose,Undrafted,,,,3711,2019,9,31,DET,PG,50,15,1298,21.0,0.555,0.195,0.185,2.3,8.3,5.3,40.5,1.5,1.0,13.4,31.6,1.8,0.7,2.5,0.092,3.9,-1.7,2.2,1.4,6MOY-7
Derrick Rose,Undrafted,,,,3179,2020,10,32,2TM,PG,50,3,1279,18.3,0.55,0.211,0.208,1.7,9.3,5.5,28.0,1.9,1.4,10.5,25.8,1.6,1.6,3.1,0.118,1.6,0.3,1.9,1.3,"MVP-9,6MOY-3"
Derrick Rose,Undrafted,,,,2259,2021,11,33,NYK,PG,26,4,636,16.9,0.541,0.336,0.113,3.5,9.8,6.6,27.5,1.7,1.9,11.9,22.5,0.8,0.7,1.4,0.108,2.3,0.0,2.3,0.7,
Derrick Rose,Undrafted,,,,2018,2022,12,34,NYK,PG,27,0,338,10.1,0.463,0.396,0.075,2.6,10.4,6.5,19.9,1.0,1.4,11.8,23.6,-0.3,0.3,0.0,-0.001,-2.2,-1.5,-3.7,-0.1,
Derrick Rose,Undrafted,,,,1158,2023,13,35,MEM,PG,24,7,399,13.1,0.54,0.248,0.164,1.8,10.9,6.2,32.3,1.0,0.5,14.9,22.3,0.1,0.3,0.4,0.046,-1.3,-1.5,-2.8,-0.1,
Derrick Walton,Undrafted,,,,4879,2017,1,22,MIA,PG,16,0,147,11.2,0.525,0.68,0.24,1.5,10.7,6.1,14.6,2.4,1.7,6.7,9.1,0.2,0.2,0.4,0.128,-1.1,2.4,1.3,0.1,
Derrick Walton,Undrafted,,,,3778,2019,2,24,2TM,PG,26,1,248,8.7,0.617,0.615,0.231,0.9,5.8,3.4,13.9,1.4,0.0,10.4,8.1,0.4,0.2,0.6,0.111,-2.2,1.3,-1.0,0.1,
Derrick Walton,Undrafted,,,,2175,2021,3,26,DET,PG,3,3,108,5.9,0.342,0.5,0.154,1.9,8.4,5.0,26.4,3.2,3.3,28.4,15.4,-0.3,0.1,-0.2,-0.071,-5.3,1.0,-4.3,-0.1,
Derrick White,Drafted,2017.0,1,29,4870,2017,1,23,SAS,PG,17,0,139,15.9,0.646,0.394,0.606,4.0,16.9,10.4,9.3,1.5,1.8,12.6,15.4,0.3,0.2,0.5,0.17,0.8,1.5,2.3,0.2,
Derrick White,Drafted,2017.0,1,29,4333,2018,2,24,SAS,PG,67,55,1728,14.8,0.555,0.262,0.227,2.2,13.3,7.8,21.0,1.9,2.3,14.0,17.7,1.7,1.9,3.6,0.101,-0.4,1.3,0.9,1.3,
Derrick White,Drafted,2017.0,1,29,3802,2019,3,25,SAS,SG,68,20,1677,16.4,0.593,0.391,0.382,2.3,12.1,7.2,20.0,1.3,3.1,12.1,18.9,3.1,1.1,4.2,0.119,1.2,0.1,1.3,1.4,
Derrick White,Drafted,2017.0,1,29,3262,2020,4,26,SAS,SG,36,32,1064,15.0,0.55,0.536,0.252,1.3,9.6,5.4,17.4,1.2,2.9,8.2,22.4,1.0,0.9,1.9,0.085,1.3,0.0,1.3,0.9,
Derrick White,Drafted,2017.0,1,29,2163,2021,5,27,2TM,SG,75,52,2199,14.8,0.549,0.461,0.294,1.8,10.7,6.3,22.9,1.4,2.3,11.6,19.9,2.8,2.3,5.1,0.111,0.4,0.6,0.9,1.6,
Derrick White,Drafted,2017.0,1,29,2127,2022,6,28,BOS,SG,82,70,2319,15.4,0.604,0.516,0.253,2.5,11.2,6.9,19.4,1.1,2.8,10.1,17.7,4.4,3.1,7.4,0.154,1.1,1.3,2.4,2.6,DEF2
Derrick White,Drafted,2017.0,1,29,1056,2023,7,29,BOS,SG,73,73,2381,16.9,0.611,0.59,0.181,2.4,11.3,7.0,21.2,1.5,3.2,11.0,18.6,5.2,3.3,8.5,0.171,2.4,1.4,3.8,3.5,"DPOY-8,DEF2"
Derrick White,Drafted,2017.0,1,29,480,2024,8,30,BOS,SG,76,76,2574,16.6,0.606,0.721,0.168,2.8,11.5,7.2,20.2,1.4,2.9,11.3,19.8,5.1,3.4,8.5,0.158,2.7,0.8,3.5,3.6,DPOY-10
Derrick White,Drafted,2017.0,1,29,15,2025,9,31,BOS,SG,10,10,324,14.1,0.445,0.58,0.16,2.3,9.7,5.9,22.3,2.9,3.8,5.9,22.3,0.1,0.4,0.5,0.069,-0.3,1.1,0.8,0.2,
Derrick Williams,Drafted,2011.0,1,2,7745,2011,1,20,MIN,PF,66,15,1418,12.9,0.499,0.277,0.392,6.0,18.4,12.2,4.5,1.1,1.6,11.7,20.7,0.6,1.2,1.8,0.059,-1.4,-0.7,-2.1,0.0,
Derrick Williams,Drafted,2011.0,1,2,7269,2012,2,21,MIN,PF,78,56,1916,14.5,0.515,0.249,0.346,5.6,20.6,12.8,4.2,1.2,1.5,10.0,23.5,1.0,2.1,3.0,0.076,-0.5,-1.0,-1.5,0.2,
Derrick Williams,Drafted,2011.0,1,2,6798,2013,3,22,2TM,SF,78,15,1820,11.5,0.524,0.205,0.537,4.3,15.8,10.0,4.7,1.3,0.9,11.3,16.2,1.3,1.3,2.6,0.068,-1.6,-0.5,-2.1,0.0,
Derrick Williams,Drafted,2011.0,1,2,6317,2014,4,23,SAC,PF,74,6,1462,12.8,0.54,0.322,0.404,3.3,12.1,7.8,5.6,1.2,0.2,8.9,18.9,1.7,0.4,2.1,0.069,-0.3,-1.6,-2.0,0.0,
Derrick Williams,Drafted,2011.0,1,2,5824,2015,5,24,NYK,SF,80,9,1435,17.2,0.55,0.265,0.453,3.6,18.7,11.3,8.9,1.0,0.5,8.3,23.3,2.4,1.2,3.6,0.12,1.5,-1.2,0.3,0.8,
Derrick Williams,Drafted,2011.0,1,2,5345,2016,6,25,2TM,PF,50,11,804,10.6,0.537,0.398,0.365,2.6,15.1,8.9,5.1,0.9,0.7,9.0,17.2,0.4,0.6,1.1,0.064,-1.9,-1.0,-2.9,-0.2,
Derrick Williams,Drafted,2011.0,1,2,4861,2017,7,26,LAL,PF,2,0,9,-3.2,0.25,0.5,0.0,0.0,11.7,5.9,0.0,0.0,0.0,0.0,18.9,0.0,0.0,0.0,-0.191,-9.8,-7.0,-16.8,0.0,
Desmond Bane,Drafted,2020.0,1,30,2769,2020,1,22,MEM,SG,68,17,1519,12.2,0.6,0.543,0.098,2.1,12.6,7.3,10.6,1.3,0.9,10.2,16.1,1.6,1.3,2.9,0.093,-0.6,-0.2,-0.8,0.5,
Desmond Bane,Drafted,2020.0,1,30,2662,2021,2,23,MEM,SG,76,76,2266,17.6,0.592,0.475,0.141,2.1,13.6,7.7,13.5,1.9,1.1,8.7,23.1,4.5,2.7,7.2,0.153,2.5,0.3,2.7,2.7,
Desmond Bane,Drafted,2020.0,1,30,1620,2022,3,24,MEM,SG,58,58,1841,19.1,0.606,0.433,0.218,2.5,14.3,8.4,20.8,1.4,1.1,10.9,26.1,3.5,2.3,5.8,0.151,3.3,0.1,3.5,2.5,
Desmond Bane,Drafted,2020.0,1,30,1549,2023,4,25,MEM,SG,42,42,1443,18.5,0.589,0.464,0.207,2.6,11.8,7.0,29.2,1.5,1.4,11.7,28.5,1.8,1.3,3.1,0.102,3.1,-0.3,2.8,1.7,
Desmond Bane,Drafted,2020.0,1,30,977,2024,5,26,MEM,SG,69,68,2205,17.9,0.6,0.411,0.194,3.0,16.9,10.0,23.6,1.7,1.2,13.3,23.3,4.0,2.6,6.5,0.142,2.6,0.6,3.2,2.9,
Desmond Bane,Drafted,2020.0,1,30,78,2025,6,27,ORL,SG,9,9,269,11.6,0.528,0.351,0.237,4.5,10.7,7.6,19.6,0.9,1.2,13.7,22.5,0.1,0.2,0.3,0.053,-2.3,-1.5,-3.7,-0.1,
Devin Booker,Drafted,2015.0,1,13,5421,2015,1,19,PHO,SG,76,51,2108,11.9,0.535,0.333,0.295,1.4,8.4,4.8,15.8,1.0,0.8,14.0,23.0,1.2,0.7,1.9,0.043,-1.2,-1.7,-2.8,-0.5,ROY-4
Devin Booker,Drafted,2015.0,1,13,4932,2016,2,20,PHO,SG,78,78,2730,14.6,0.531,0.283,0.308,1.8,8.3,5.0,16.3,1.3,0.6,12.9,28.6,1.3,0.6,2.0,0.035,0.3,-2.3,-1.9,0.1,
Devin Booker,Drafted,2015.0,1,13,4397,2017,3,21,PHO,SG,54,54,1865,18.1,0.561,0.364,0.312,1.5,12.7,7.0,24.4,1.2,0.6,13.9,31.7,1.9,0.6,2.4,0.063,2.9,-2.0,0.9,1.4,
Devin Booker,Drafted,2015.0,1,13,3870,2018,4,22,PHO,SG,64,64,2242,20.2,0.584,0.33,0.362,1.9,11.3,6.5,34.1,1.2,0.5,15.4,32.9,3.3,0.3,3.5,0.076,3.3,-2.3,1.0,1.7,
Devin Booker,Drafted,2015.0,1,13,3335,2019,5,23,PHO,SG,70,70,2512,20.6,0.618,0.31,0.397,1.3,12.0,6.6,30.0,0.9,0.6,14.9,30.0,6.0,1.5,7.5,0.143,3.4,-1.3,2.2,2.6,AS
Devin Booker,Drafted,2015.0,1,13,2798,2020,6,24,PHO,SG,67,67,2270,19.2,0.587,0.288,0.305,1.7,12.1,7.0,20.6,1.2,0.6,12.4,32.7,2.9,2.0,4.9,0.104,1.7,-1.4,0.3,1.3,AS
Devin Booker,Drafted,2015.0,1,13,2693,2021,7,25,PHO,SG,68,68,2345,21.3,0.576,0.336,0.255,2.1,13.2,7.8,22.4,1.6,1.0,9.3,32.0,4.3,3.3,7.6,0.156,3.9,0.2,4.1,3.6,"MVP-4,AS,NBA1"
Devin Booker,Drafted,2015.0,1,13,1645,2022,8,26,PHO,SG,53,53,1835,22.0,0.601,0.296,0.336,2.7,12.0,7.2,27.3,1.4,0.9,10.6,31.8,4.2,1.9,6.0,0.157,4.5,-0.3,4.2,2.9,
Devin Booker,Drafted,2015.0,1,13,1577,2023,9,27,PHO,PG,68,68,2447,21.9,0.611,0.32,0.35,2.7,11.1,7.1,31.2,1.2,1.0,10.6,29.8,7.2,2.0,9.2,0.181,4.0,-1.0,3.0,3.1,"AS,NBA3"
Devin Booker,Drafted,2015.0,1,13,998,2024,10,28,PHO,SG,75,75,2795,19.3,0.589,0.388,0.34,3.1,8.9,6.1,30.6,1.2,0.5,11.9,29.3,6.1,0.3,6.4,0.111,2.8,-2.4,0.4,1.7,
Devin Booker,Drafted,2015.0,1,13,2,2025,11,29,PHO,SG,10,10,369,21.4,0.625,0.305,0.39,4.2,10.3,7.2,33.3,0.9,0.8,15.2,31.3,1.0,0.1,1.2,0.151,4.2,-2.1,2.1,0.4,
Devin Cannady,Undrafted,,,,2830,2020,1,24,ORL,PG,8,0,74,11.2,0.547,0.571,0.25,0.0,7.3,3.5,2.1,3.3,1.2,6.0,19.3,0.0,0.1,0.1,0.057,-4.0,1.0,-3.1,0.0,
Devin Cannady,Undrafted,,,,2726,2021,2,25,ORL,PG,5,0,145,8.6,0.531,0.841,0.159,0.7,3.7,2.2,10.0,1.7,1.9,9.6,15.5,0.0,0.1,0.1,0.033,-2.8,-0.4,-3.2,0.0,
Devin Carter,Drafted,2024.0,1,13,947,2024,1,22,SAC,PG,36,0,396,10.8,0.471,0.48,0.346,5.4,16.2,10.8,13.5,2.6,1.0,11.0,17.9,-0.1,0.4,0.4,0.043,-3.5,0.3,-3.2,-0.1,
Devin Carter,Drafted,2024.0,1,13,360,2025,2,23,SAC,PG,6,0,37,7.7,0.307,0.625,0.5,6.0,9.3,7.6,12.6,5.1,2.4,17.0,13.5,-0.1,0.1,0.0,-0.034,-5.6,3.2,-2.4,0.0,
Devin Ebanks,Drafted,2010.0,2,43,7891,2010,1,21,LAL,SG,20,0,118,19.4,0.507,0.098,0.451,14.9,11.1,13.0,2.8,1.8,3.2,8.9,25.9,0.2,0.2,0.4,0.144,0.1,-2.1,-2.0,0.0,
Devin Ebanks,Drafted,2010.0,2,43,7412,2011,2,22,LAL,SG,24,12,396,8.3,0.465,0.101,0.393,7.7,7.6,7.6,4.6,1.5,1.1,14.7,14.2,0.0,0.3,0.3,0.033,-3.7,-0.5,-4.2,-0.2,
Devin Ebanks,Drafted,2010.0,2,43,6936,2012,3,23,LAL,SF,19,3,197,6.3,0.411,0.301,0.192,5.7,16.9,11.5,7.8,0.8,0.4,12.2,20.4,-0.2,0.1,-0.1,-0.025,-5.3,-2.5,-7.7,-0.3,
Devin Harris,Undrafted,,,,7950,2010,1,27,2TM,PG,71,70,2254,17.2,0.545,0.221,0.494,0.9,8.2,4.5,38.2,1.7,0.2,17.3,24.6,3.2,1.0,4.2,0.089,1.9,-1.3,0.6,1.5,
Devin Harris,Undrafted,,,,7477,2011,2,28,UTA,PG,63,63,1741,16.0,0.564,0.393,0.386,0.8,6.7,3.7,28.3,1.9,0.6,16.1,19.5,3.3,0.8,4.2,0.115,1.6,-0.8,0.8,1.2,
Devin Harris,Undrafted,,,,6989,2012,3,29,ATL,SG,58,34,1421,14.6,0.565,0.519,0.348,0.5,8.7,4.7,21.7,2.3,0.7,14.7,19.5,1.8,1.5,3.3,0.111,-0.5,0.6,0.1,0.8,
Devin Harris,Undrafted,,,,6524,2013,4,30,DAL,PG,40,0,818,14.6,0.517,0.398,0.453,1.1,10.8,6.0,31.0,1.8,0.2,16.2,20.2,1.2,0.4,1.6,0.094,0.3,-0.8,-0.5,0.3,
Devin Harris,Undrafted,,,,6041,2014,5,31,DAL,PG,76,3,1685,14.8,0.559,0.508,0.309,0.8,8.0,4.4,20.4,2.3,0.7,12.5,18.0,2.9,1.3,4.2,0.12,0.6,0.8,1.4,1.4,
Devin Harris,Undrafted,,,,5547,2015,6,32,DAL,PG,64,0,1280,13.1,0.559,0.422,0.374,1.5,10.3,5.9,14.5,2.4,0.8,13.2,17.9,1.2,1.3,2.5,0.095,-1.4,1.5,0.1,0.7,
Devin Harris,Undrafted,,,,5056,2016,7,33,DAL,PG,65,0,1087,13.8,0.549,0.519,0.378,1.1,13.0,6.8,20.0,2.1,0.6,12.5,19.7,1.1,1.1,2.2,0.096,-1.0,0.7,-0.4,0.4,
Devin Harris,Undrafted,,,,4537,2017,8,34,2TM,PG,71,1,1340,13.0,0.563,0.5,0.374,1.0,9.8,5.3,16.9,1.8,0.8,12.6,20.2,1.6,0.9,2.5,0.089,-1.5,-0.3,-1.8,0.1,
Devin Harris,Undrafted,,,,4019,2018,9,35,DAL,PG,68,2,1071,10.7,0.527,0.576,0.386,1.2,9.9,5.6,16.7,1.6,1.3,12.1,18.5,0.6,0.9,1.5,0.068,-2.6,0.4,-2.2,-0.1,
Devin Robinson,Undrafted,,,,4770,2017,1,22,WAS,SF,1,0,13,10.5,0.333,0.0,0.0,17.4,26.0,21.7,0.0,3.8,0.0,0.0,10.2,0.0,0.0,0.0,0.098,-4.2,2.1,-2.1,0.0,
Devin Robinson,Undrafted,,,,4233,2018,2,23,WAS,SF,7,0,95,20.6,0.616,0.063,0.438,6.7,16.2,11.4,9.5,2.0,5.3,5.0,17.9,0.2,0.1,0.3,0.175,0.8,1.1,1.9,0.1,
Devin Vassell,Drafted,2020.0,1,11,3280,2020,1,20,SAS,SF,62,7,1056,10.6,0.524,0.495,0.168,2.4,15.4,8.8,7.1,2.0,1.4,6.3,14.3,0.4,1.1,1.5,0.069,-2.2,0.7,-1.5,0.1,
Devin Vassell,Drafted,2020.0,1,11,2186,2021,2,21,SAS,SF,71,32,1937,13.3,0.54,0.497,0.13,2.4,14.3,8.3,9.7,1.9,1.8,6.7,18.9,1.3,2.0,3.3,0.082,-0.5,0.0,-0.5,0.7,
Devin Vassell,Drafted,2020.0,1,11,2082,2022,3,22,SAS,SG,38,32,1178,15.5,0.55,0.447,0.168,0.7,13.5,6.9,17.3,1.7,1.2,8.2,24.4,0.7,0.5,1.2,0.051,1.3,-0.9,0.4,0.7,
Devin Vassell,Drafted,2020.0,1,11,1081,2023,4,23,SAS,SG,68,62,2248,15.7,0.578,0.422,0.19,1.3,11.3,6.3,19.1,1.5,0.8,8.6,23.5,2.0,1.6,3.6,0.077,0.9,-0.9,0.0,1.1,
Devin Vassell,Drafted,2020.0,1,11,507,2024,5,24,SAS,SG,64,53,1983,14.2,0.553,0.483,0.135,1.8,12.0,6.9,13.8,2.0,1.5,8.5,22.1,0.9,1.3,2.2,0.054,-0.3,-0.8,-1.1,0.4,
Devin Vassell,Drafted,2020.0,1,11,29,2025,6,25,SAS,SG,9,9,308,10.6,0.532,0.622,0.134,2.0,10.6,6.5,9.6,1.6,0.6,8.7,19.1,0.1,0.4,0.5,0.077,-1.8,-0.9,-2.7,-0.1,
Devon Dotson,Undrafted,,,,2873,2020,1,21,CHI,PG,11,0,50,19.3,0.548,0.333,0.0,4.5,6.6,5.5,21.4,3.9,0.0,0.0,18.2,0.1,0.1,0.2,0.177,-0.1,2.2,2.1,0.1,
Devon Dotson,Undrafted,,,,2596,2021,2,22,CHI,PG,11,0,85,9.8,0.538,0.391,0.391,1.3,10.5,6.0,23.9,0.6,0.0,15.6,16.6,0.1,0.0,0.1,0.048,-3.4,-1.5,-4.9,-0.1,
Devon Dotson,Undrafted,,,,1725,2022,3,23,WAS,PG,6,0,53,4.8,0.15,0.4,0.0,13.1,8.1,10.5,17.6,4.6,0.0,23.1,10.7,-0.1,0.1,0.0,-0.025,-7.0,1.8,-5.3,0.0,
Devon Hall,Drafted,2018.0,2,53,3475,2019,1,24,OKC,PG,11,0,81,3.1,0.298,0.567,0.267,2.8,6.6,4.8,21.3,2.4,1.1,13.0,20.9,-0.3,0.1,-0.2,-0.116,-6.0,-0.7,-6.7,-0.1,
Devontae Cacok,Undrafted,,,,3364,2019,1,23,LAL,C,1,0,9,28.6,0.5,0.0,0.0,24.6,36.1,30.4,20.3,0.0,0.0,0.0,28.1,0.0,0.0,0.0,0.226,4.8,-4.6,0.2,0.0,
Devontae Cacok,Undrafted,,,,2826,2020,2,24,LAL,PF,20,1,98,17.2,0.576,0.0,0.379,13.8,22.8,18.4,1.5,2.5,3.7,12.9,17.2,0.1,0.2,0.3,0.142,-1.5,0.4,-1.0,0.0,
Devontae Cacok,Undrafted,,,,2722,2021,3,25,SAS,PF,15,0,121,20.2,0.675,0.0,0.226,6.9,29.7,18.2,6.9,3.2,4.9,8.1,12.9,0.3,0.3,0.5,0.206,0.7,3.5,4.2,0.2,
Devonte' Graham,Drafted,2018.0,2,34,4002,2018,1,23,CHO,PG,46,3,676,10.3,0.459,0.56,0.213,1.6,8.6,5.0,24.8,1.7,0.3,11.3,17.0,0.2,0.3,0.5,0.035,-2.6,-1.3,-4.0,-0.3,
Devonte' Graham,Drafted,2018.0,2,34,3461,2019,2,24,CHO,PG,63,53,2211,15.8,0.537,0.607,0.242,2.0,8.7,5.2,35.3,1.4,0.6,14.5,24.8,2.4,0.9,3.4,0.073,2.5,-2.1,0.5,1.4,
Devonte' Graham,Drafted,2018.0,2,34,2924,2020,3,25,CHO,PG,55,44,1659,14.6,0.552,0.713,0.236,1.4,8.4,4.8,26.3,1.4,0.4,10.2,21.4,2.5,0.9,3.4,0.099,1.8,-1.1,0.7,1.1,
Devonte' Graham,Drafted,2018.0,2,34,2541,2021,4,26,NOP,PG,76,63,2162,12.1,0.514,0.691,0.172,1.9,7.3,4.5,21.0,1.6,0.5,10.7,19.5,1.6,1.2,2.8,0.062,0.2,-1.2,-1.0,0.5,
Devonte' Graham,Drafted,2018.0,2,34,1767,2022,5,27,2TM,PG,73,8,1338,12.5,0.552,0.784,0.304,1.6,8.7,5.1,19.4,1.6,1.1,9.8,17.1,1.5,1.0,2.5,0.091,0.1,-0.2,-0.1,0.6,
Devonte' Graham,Drafted,2018.0,2,34,1417,2023,6,28,SAS,PG,23,0,313,9.4,0.495,0.769,0.148,1.7,10.8,6.2,21.0,1.4,0.5,12.9,17.8,-0.1,0.2,0.1,0.018,-3.0,-0.9,-3.9,-0.1,
Devyn Marble,Drafted,2014.0,2,56,6135,2014,1,22,ORL,SG,16,7,208,5.9,0.362,0.5,0.364,2.7,14.4,8.4,11.5,2.2,0.8,15.0,13.1,-0.3,0.2,-0.1,-0.031,-4.7,-0.1,-4.8,-0.1,
Devyn Marble,Drafted,2014.0,2,56,5642,2015,2,23,ORL,SG,28,0,249,5.2,0.368,0.451,0.338,2.6,14.4,8.5,6.6,2.6,0.3,7.9,15.7,-0.4,0.3,-0.1,-0.026,-6.0,-0.1,-6.2,-0.3,
Dewan Hernandez,Drafted,2019.0,2,59,3493,2019,1,23,TOR,C,6,0,28,12.9,0.432,0.143,0.357,19.3,33.2,26.4,16.4,1.7,0.0,15.6,29.3,0.0,0.1,0.0,0.043,-6.6,-3.0,-9.6,-0.1,
Dewayne Dedmon,Undrafted,,,,6454,2013,1,24,3TM,C,31,6,390,10.7,0.5,0.0,0.386,10.7,25.8,18.1,1.9,0.9,4.5,15.6,13.1,0.1,0.5,0.6,0.07,-4.5,-0.3,-4.7,-0.3,
Dewayne Dedmon,Undrafted,,,,5963,2014,2,25,ORL,C,59,15,845,13.3,0.568,0.006,0.395,15.5,24.1,19.7,1.6,1.0,4.8,21.1,13.0,0.7,1.0,1.7,0.099,-3.3,-0.2,-3.5,-0.3,
Dewayne Dedmon,Undrafted,,,,5475,2015,3,26,ORL,C,58,20,705,17.0,0.606,0.0,0.429,10.4,25.7,17.9,2.7,1.6,5.4,13.2,15.2,1.2,1.1,2.4,0.162,-1.6,0.7,-0.9,0.2,
Dewayne Dedmon,Undrafted,,,,4982,2016,4,27,SAS,C,76,37,1330,16.0,0.645,0.0,0.359,11.2,30.6,21.1,4.8,1.4,3.7,16.9,12.3,2.3,3.0,5.2,0.189,-1.4,2.0,0.6,0.9,
Dewayne Dedmon,Undrafted,,,,4464,2017,5,28,ATL,C,62,46,1542,15.8,0.599,0.296,0.18,7.2,28.1,17.7,9.2,1.3,2.8,14.3,17.0,1.8,1.9,3.7,0.114,-0.4,0.5,0.1,0.8,
Dewayne Dedmon,Undrafted,,,,3939,2018,6,29,ATL,C,64,52,1609,16.0,0.602,0.413,0.215,6.7,25.0,15.7,8.1,2.0,3.8,12.7,16.7,2.1,1.9,4.0,0.119,-0.3,0.8,0.5,1.0,
Dewayne Dedmon,Undrafted,,,,3406,2019,7,30,2TM,C,44,18,774,9.4,0.473,0.42,0.141,8.5,27.6,17.8,4.0,1.5,4.8,17.4,18.1,-1.0,1.0,0.1,0.005,-5.8,0.0,-5.8,-0.7,
Dewayne Dedmon,Undrafted,,,,2862,2020,8,31,MIA,C,16,0,210,24.5,0.735,0.077,0.415,15.5,31.0,23.4,9.6,2.1,3.0,14.5,19.3,0.7,0.4,1.1,0.256,1.2,0.5,1.7,0.2,
Dewayne Dedmon,Undrafted,,,,2610,2021,9,32,MIA,C,67,15,1065,15.9,0.632,0.162,0.345,11.4,29.4,20.6,6.7,1.1,4.2,17.3,16.9,1.5,2.0,3.5,0.157,-2.2,1.1,-1.0,0.3,
Dewayne Dedmon,Undrafted,,,,1711,2022,10,33,2TM,C,38,1,426,15.5,0.577,0.258,0.325,9.1,28.3,18.5,9.5,1.1,4.4,12.7,20.6,0.3,0.7,1.0,0.115,-2.6,1.0,-1.6,0.0,
Dexter Dennis,Undrafted,,,,1478,2023,1,24,DAL,SG,4,0,30,18.3,0.541,0.421,0.158,3.7,29.0,16.4,23.7,0.0,2.9,12.9,33.3,0.0,0.0,0.0,0.004,1.7,-0.1,1.7,0.0,
Dexter Pittman,Drafted,2010.0,2,32,8096,2010,1,22,MIA,C,2,0,11,-6.4,0.333,0.0,0.0,11.5,20.4,16.2,0.0,0.0,0.0,40.0,21.3,-0.1,0.0,-0.1,-0.246,-15.1,-2.8,-17.9,0.0,
Dexter Pittman,Drafted,2010.0,2,32,7639,2011,2,23,MIA,C,35,6,301,10.4,0.498,0.0,0.298,11.1,16.8,14.1,4.9,1.4,2.2,13.8,19.0,0.1,0.5,0.6,0.101,-5.9,-0.1,-6.0,-0.3,
Dexter Pittman,Drafted,2010.0,2,32,7156,2012,3,24,2TM,C,11,0,32,1.6,0.325,0.0,0.273,27.2,18.5,22.7,0.0,0.0,0.0,19.6,22.4,-0.1,0.0,-0.1,-0.107,-12.1,-6.6,-18.8,-0.1,
Dexter Pittman,Drafted,2010.0,2,32,6686,2013,4,25,ATL,C,2,0,3,13.1,0.0,0.0,2.0,100.0,0.0,57.9,0.0,0.0,0.0,0.0,28.5,0.0,0.0,0.0,-0.18,1.8,-26.1,-24.3,0.0,
Deyonta Davis,Drafted,2016.0,2,31,4980,2016,1,20,MEM,C,36,0,238,10.6,0.528,0.0,0.383,9.3,19.8,14.4,1.3,0.7,6.8,12.7,12.0,0.1,0.4,0.5,0.097,-5.0,0.4,-4.6,-0.2,
